NO_OF_FRAMES	2130
NO_OF_CAMERAS	6
NO_OF_MARKERS	31
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-10, 12:10:36.270	4128673.93321610
DATA_INCLUDED	3D
MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RASI	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Measured
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RASI X	RASI Y	RASI Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z	
21	0.20000	384.688	-148.770	827.525	374.722	-250.349	807.990	212.081	-231.193	806.374	231.400	-126.290	831.033	294.537	-300.546	653.544	301.546	-178.528	601.199	510.474	-241.931	596.111	95.838	-245.878	580.380	556.887	-235.849	529.451	46.998	-250.056	503.425	356.149	-330.816	167.109	261.674	-329.082	174.255	458.551	-128.812	147.285	597.152	-189.648	277.284	0.000	0.000	0.000	28.383	-194.918	240.050	0.000	0.000	0.000	523.389	44.439	292.886	460.912	35.265	324.494	104.757	44.755	271.942	167.799	35.786	306.279	392.570	139.642	306.203	453.498	132.167	327.455	436.945	221.221	322.423	506.047	127.165	309.342	525.135	193.805	315.628	231.820	129.610	316.472	169.763	132.193	306.106	178.561	220.108	286.179	114.194	115.369	284.454	87.576	181.422	285.690
22	0.21000	384.661	-148.712	827.463	374.786	-250.291	807.956	212.094	-231.331	806.397	231.318	-126.378	830.955	294.505	-300.560	653.513	301.430	-178.558	601.133	510.606	-241.693	596.196	95.802	-245.853	580.250	556.888	-235.726	529.496	46.943	-249.859	503.281	356.138	-330.764	167.144	261.665	-329.043	174.246	459.120	-128.583	147.432	597.380	-189.059	277.457	0.000	0.000	0.000	28.158	-194.300	240.076	0.000	0.000	0.000	523.055	44.788	292.592	460.547	35.594	323.891	105.299	45.059	272.334	168.589	35.788	306.122	391.907	139.519	306.096	453.027	132.691	326.507	436.666	221.681	320.557	505.635	127.642	308.023	524.912	194.279	313.369	233.507	129.035	315.741	171.201	132.119	306.118	181.687	219.922	285.618	115.243	115.862	284.479	89.539	182.617	283.847
23	0.22000	384.559	-148.638	827.398	374.825	-250.267	807.997	212.122	-231.436	806.454	231.262	-126.441	830.900	294.489	-300.548	653.474	301.424	-178.589	601.134	510.595	-241.636	596.185	95.837	-245.847	580.191	556.852	-235.561	529.498	46.951	-249.686	503.194	356.131	-330.726	167.099	261.661	-329.026	174.273	459.599	-128.326	147.549	597.664	-188.572	277.665	0.000	0.000	0.000	27.968	-193.721	240.171	0.000	0.000	0.000	522.720	45.095	292.268	460.288	35.869	323.454	105.979	45.373	272.820	169.396	35.810	306.218	391.033	139.308	306.033	452.696	132.948	326.019	436.356	222.043	319.219	505.286	127.874	307.147	524.599	194.824	310.769	235.024	128.575	315.098	172.799	132.306	305.873	184.239	219.740	285.051	116.275	116.236	284.354	91.342	183.453	282.006
24	0.23000	384.498	-148.554	827.329	374.892	-250.214	807.946	212.123	-231.575	806.507	231.163	-126.544	830.925	294.454	-300.583	653.451	301.367	-178.625	601.038	510.554	-241.571	596.206	95.857	-245.835	580.101	556.914	-235.423	529.625	46.961	-249.532	503.103	356.126	-330.670	167.105	261.647	-328.963	174.228	459.941	-128.156	147.627	597.891	-188.170	277.793	0.000	0.000	0.000	27.819	-193.066	240.217	0.000	0.000	0.000	522.364	45.387	291.963	460.103	36.064	323.194	106.650	45.579	273.377	170.246	35.822	306.227	390.306	139.091	306.019	452.346	133.145	325.590	435.906	222.238	317.948	504.852	128.221	305.997	524.107	195.350	308.271	236.670	128.113	314.336	174.102	132.345	305.657	186.148	219.565	284.117	117.301	116.440	284.498	92.954	184.011	280.824
25	0.24000	384.434	-148.514	827.283	374.916	-250.173	807.962	212.121	-231.677	806.536	231.097	-126.624	830.923	294.451	-300.569	653.405	301.397	-178.693	601.017	510.531	-241.447	596.231	95.870	-245.836	580.003	556.888	-235.192	529.649	46.937	-249.492	503.087	356.102	-330.633	167.138	261.654	-328.918	174.202	460.276	-128.008	147.730	598.066	-187.806	277.882	0.000	0.000	0.000	27.675	-192.484	240.380	0.000	0.000	0.000	522.068	45.634	291.674	459.758	36.301	322.825	107.360	45.852	273.821	171.102	35.812	306.376	389.612	138.958	305.828	451.817	133.394	325.067	435.038	222.396	317.082	504.306	128.560	305.130	523.464	195.721	306.484	238.287	127.692	313.617	175.404	132.386	305.632	187.633	219.488	283.058	118.358	116.738	284.694	94.297	184.433	280.717
26	0.25000	384.363	-148.415	827.265	374.941	-250.116	807.951	212.189	-231.764	806.599	230.995	-126.710	830.929	294.461	-300.582	653.418	301.293	-178.697	600.970	510.521	-241.316	596.275	95.920	-245.902	580.002	556.929	-234.995	529.740	46.948	-249.452	503.100	356.094	-330.579	167.117	261.604	-328.861	174.198	460.677	-127.768	147.940	598.276	-187.527	278.007	0.000	0.000	0.000	27.600	-191.930	240.509	0.000	0.000	0.000	521.786	45.802	291.485	459.402	36.394	322.464	108.007	46.074	274.403	171.917	35.814	306.336	389.055	138.850	305.459	451.310	133.438	324.593	434.041	222.372	316.163	503.836	128.772	304.761	522.739	196.121	305.518	239.893	127.243	312.735	176.614	132.506	305.480	188.943	219.477	281.884	119.379	117.058	285.147	95.740	184.963	281.019
27	0.26000	384.316	-148.367	827.267	374.967	-250.072	807.944	212.142	-231.888	806.626	230.901	-126.809	830.986	294.473	-300.606	653.415	301.317	-178.718	600.985	510.500	-241.171	596.321	95.948	-245.963	580.024	556.897	-234.787	529.819	46.997	-249.422	503.087	356.086	-330.536	167.110	261.616	-328.824	174.218	460.952	-127.580	148.113	598.394	-187.205	278.103	0.000	0.000	0.000	27.549	-191.381	240.675	0.000	0.000	0.000	521.445	45.989	291.354	459.075	36.397	322.232	108.528	46.404	274.813	172.739	35.851	306.379	388.459	138.781	304.538	450.593	133.519	324.133	432.835	222.387	315.219	503.211	129.046	304.466	521.925	196.442	305.299	241.414	126.649	311.961	177.969	132.531	305.331	190.576	219.253	281.118	120.416	117.435	285.684	97.361	185.643	281.591
28	0.27000	384.218	-148.274	827.268	374.992	-250.007	807.954	212.158	-231.972	806.618	230.792	-126.890	830.978	294.520	-300.587	653.422	301.230	-178.734	600.978	510.491	-241.031	596.349	95.958	-246.033	580.044	556.946	-234.582	529.902	47.015	-249.414	503.089	356.059	-330.477	167.123	261.605	-328.758	174.231	461.283	-127.440	148.219	598.554	-186.916	278.231	0.000	0.000	0.000	27.534	-190.864	240.799	0.000	0.000	0.000	521.162	46.124	291.288	458.652	36.430	321.862	109.038	46.702	275.299	173.290	35.880	306.432	387.846	138.650	303.341	449.830	133.518	323.715	431.641	222.343	314.102	502.679	129.225	304.516	520.824	196.751	305.606	242.844	126.042	311.215	179.184	132.572	305.195	192.238	219.149	280.702	121.382	117.877	286.129	99.358	186.515	282.132
29	0.28000	384.146	-148.227	827.265	375.031	-249.956	807.967	212.171	-232.104	806.630	230.705	-126.970	830.989	294.538	-300.595	653.425	301.248	-178.749	601.021	510.468	-240.873	596.391	96.022	-246.094	580.023	556.960	-234.413	529.966	47.059	-249.430	503.122	356.088	-330.390	167.084	261.586	-328.690	174.217	461.508	-127.255	148.386	598.640	-186.636	278.392	0.000	0.000	0.000	27.483	-190.368	240.917	0.000	0.000	0.000	520.917	46.299	291.266	458.223	36.480	321.542	109.445	47.067	275.602	173.869	36.002	306.361	387.241	138.419	301.973	449.014	133.541	323.276	430.491	222.310	313.193	502.113	129.494	304.735	519.562	197.109	305.964	243.927	125.510	310.901	180.343	132.495	305.220	194.084	219.065	280.709	122.268	118.357	286.573	101.224	187.410	282.705
30	0.29000	384.062	-148.165	827.293	375.063	-249.904	807.964	212.157	-232.206	806.608	230.567	-127.078	830.992	294.583	-300.600	653.425	301.275	-178.759	600.991	510.479	-240.730	596.394	96.066	-246.176	580.031	556.954	-234.215	529.982	47.103	-249.394	503.112	356.073	-330.373	167.157	261.620	-328.625	174.207	461.738	-127.129	148.470	598.739	-186.372	278.468	0.000	0.000	0.000	27.463	-189.895	241.046	0.000	0.000	0.000	520.686	46.417	291.340	457.883	36.520	321.353	109.847	47.493	275.771	174.384	36.149	306.313	386.659	138.193	300.584	448.298	133.527	322.854	429.399	222.169	312.399	501.638	129.676	304.892	518.329	197.520	306.323	245.085	125.176	310.266	181.385	132.556	305.185	195.764	219.019	281.039	123.047	118.902	287.041	103.079	188.293	283.124
31	0.30000	383.964	-148.113	827.310	375.050	-249.846	807.983	212.143	-232.327	806.603	230.444	-127.178	830.975	294.632	-300.592	653.446	301.353	-178.842	600.972	510.474	-240.610	596.428	96.125	-246.236	580.010	556.985	-234.043	530.037	47.165	-249.327	503.085	356.113	-330.348	167.133	261.609	-328.569	174.220	461.971	-127.031	148.593	598.811	-186.137	278.545	0.000	0.000	0.000	27.371	-189.486	241.171	0.000	0.000	0.000	520.471	46.575	291.465	457.443	36.605	321.049	110.210	47.842	276.033	174.743	36.314	306.308	386.169	137.977	299.315	447.561	133.626	322.349	428.310	222.073	311.729	501.091	129.931	304.875	517.092	197.876	306.513	245.901	124.929	310.188	182.193	132.568	305.432	197.229	219.063	281.452	123.798	119.400	287.388	104.672	189.094	283.372
32	0.31000	383.858	-148.035	827.327	375.079	-249.820	808.024	212.132	-232.435	806.598	230.324	-127.259	830.961	294.691	-300.593	653.424	301.262	-178.780	601.000	510.474	-240.543	596.454	96.142	-246.261	580.017	556.980	-233.923	530.076	47.194	-249.263	503.093	356.116	-330.293	167.141	261.654	-328.514	174.217	462.133	-126.869	148.612	598.866	-185.897	278.631	0.000	0.000	0.000	27.299	-189.035	241.270	0.000	0.000	0.000	520.263	46.732	291.514	457.171	36.678	320.872	110.539	48.201	276.244	175.066	36.479	306.413	385.587	137.816	298.350	447.047	133.646	321.967	427.270	221.990	311.007	500.510	130.273	304.604	515.867	198.316	306.204	246.674	124.750	309.978	182.851	132.650	305.653	198.374	219.068	281.953	124.322	119.835	287.523	105.896	189.709	283.431
33	0.32000	383.749	-147.968	827.337	375.090	-249.768	808.035	212.120	-232.532	806.541	230.205	-127.334	830.936	294.708	-300.589	653.417	301.283	-178.824	600.974	510.497	-240.489	596.478	96.196	-246.254	580.018	556.983	-233.806	530.076	47.243	-249.159	503.104	356.151	-330.247	167.099	261.679	-328.459	174.229	462.261	-126.750	148.635	598.867	-185.599	278.683	0.000	0.000	0.000	27.198	-188.592	241.396	0.000	0.000	0.000	520.144	46.941	291.608	456.917	36.801	320.792	110.839	48.512	276.430	175.415	36.662	306.472	385.084	137.661	297.582	446.449	133.793	321.472	426.304	221.956	310.061	500.170	130.565	304.395	514.836	198.791	305.456	247.453	124.767	309.870	183.397	132.791	305.858	199.050	219.228	282.563	124.829	120.138	287.745	106.955	190.304	283.198
34	0.33000	383.663	-147.936	827.367	375.091	-249.743	808.061	212.107	-232.626	806.547	230.124	-127.418	830.928	294.765	-300.581	653.394	301.322	-178.805	600.991	510.527	-240.474	596.441	96.270	-246.235	580.019	557.030	-233.745	530.111	47.270	-249.038	503.113	356.184	-330.173	167.096	261.723	-328.449	174.241	462.379	-126.682	148.713	598.986	-185.339	278.753	0.000	0.000	0.000	27.087	-188.131	241.439	0.000	0.000	0.000	519.912	47.180	291.572	456.757	36.971	320.726	111.098	48.828	276.619	175.747	36.885	306.553	384.786	137.598	296.982	446.072	133.924	321.012	425.522	222.074	309.076	499.794	130.817	303.980	513.823	199.307	304.205	247.905	124.825	309.868	183.832	132.982	306.015	199.576	219.391	282.785	125.211	120.398	287.933	107.330	190.602	283.172
35	0.34000	383.577	-147.876	827.376	375.107	-249.686	808.102	212.105	-232.718	806.525	230.007	-127.492	830.883	294.803	-300.585	653.375	301.328	-178.892	600.965	510.528	-240.485	596.459	96.286	-246.214	579.992	557.031	-233.682	530.105	47.267	-248.945	503.149	356.227	-330.153	167.136	261.760	-328.393	174.210	462.600	-126.560	148.800	599.009	-185.078	278.842	0.000	0.000	0.000	27.041	-187.712	241.575	0.000	0.000	0.000	519.720	47.383	291.519	456.609	37.130	320.686	111.365	49.143	276.844	176.007	37.067	306.645	384.356	137.597	296.480	445.647	134.174	320.442	424.975	222.156	307.928	499.393	131.101	303.361	513.064	199.608	303.026	248.315	124.900	309.864	184.138	133.182	306.254	199.858	219.640	282.823	125.506	120.688	288.085	107.562	190.872	283.212
36	0.35000	383.499	-147.850	827.408	375.083	-249.681	808.142	212.101	-232.787	806.499	229.934	-127.548	830.862	294.831	-300.583	653.355	301.394	-178.841	600.974	510.549	-240.495	596.424	96.364	-246.194	580.054	557.069	-233.642	530.125	47.343	-248.789	503.151	356.260	-330.137	167.126	261.806	-328.358	174.196	462.803	-126.374	148.986	599.008	-184.734	278.858	0.000	0.000	0.000	26.943	-187.312	241.735	0.000	0.000	0.000	519.497	47.555	291.416	456.391	37.312	320.637	111.527	49.400	277.128	176.258	37.276	306.705	384.181	137.649	296.045	445.354	134.399	319.969	424.635	222.291	307.195	499.172	131.254	302.980	512.563	199.814	302.244	248.623	125.008	309.910	184.382	133.434	306.334	200.053	219.883	282.930	125.765	120.934	288.300	107.615	191.089	283.376
37	0.36000	383.443	-147.815	827.400	375.095	-249.647	808.169	212.067	-232.858	806.483	229.819	-127.635	830.839	294.833	-300.590	653.337	301.432	-178.933	600.959	510.572	-240.504	596.407	96.391	-246.126	580.021	557.061	-233.608	530.133	47.369	-248.665	503.151	356.320	-330.073	167.098	261.832	-328.330	174.195	463.060	-126.109	149.181	599.094	-184.525	278.888	0.000	0.000	0.000	26.917	-186.895	241.788	0.000	0.000	0.000	519.258	47.771	291.289	456.149	37.471	320.523	111.682	49.661	277.394	176.400	37.489	306.727	383.816	137.806	295.364	445.104	134.599	319.548	424.525	222.486	306.261	498.829	131.441	302.533	512.386	199.916	301.510	248.843	125.163	309.916	184.607	133.697	306.470	200.303	220.142	283.007	125.950	121.189	288.571	107.601	191.288	283.630
38	0.37000	383.379	-147.766	827.418	375.101	-249.641	808.201	212.061	-232.940	806.460	229.749	-127.688	830.780	294.868	-300.578	653.291	301.479	-178.889	600.916	510.597	-240.499	596.393	96.434	-246.081	580.034	557.096	-233.551	530.143	47.439	-248.516	503.113	356.368	-330.040	167.103	261.885	-328.320	174.197	463.271	-126.009	149.299	599.171	-184.249	278.943	0.000	0.000	0.000	26.826	-186.536	241.832	0.000	0.000	0.000	519.058	47.948	291.195	455.856	37.664	320.343	111.725	49.959	277.603	176.531	37.775	306.780	383.663	137.897	294.888	444.825	134.786	319.150	424.451	222.654	305.699	498.583	131.594	302.254	512.238	200.100	300.878	249.059	125.357	309.956	184.775	133.952	306.585	200.536	220.400	283.149	126.040	121.457	288.819	107.477	191.546	284.031
39	0.38000	383.342	-147.750	827.425	375.093	-249.622	808.227	212.052	-233.016	806.454	229.679	-127.744	830.749	294.881	-300.581	653.298	301.500	-178.928	600.883	510.596	-240.486	596.371	96.483	-246.051	580.025	557.111	-233.482	530.141	47.430	-248.428	503.186	356.395	-330.007	167.094	261.934	-328.300	174.175	463.451	-125.892	149.378	599.214	-184.061	278.968	0.000	0.000	0.000	26.760	-186.187	241.993	0.000	0.000	0.000	518.865	48.122	291.155	455.652	37.805	320.157	111.746	50.276	277.755	176.616	38.042	306.809	383.469	138.055	294.309	444.591	134.928	318.827	424.343	222.835	305.228	498.429	131.695	302.108	512.034	200.267	300.396	249.192	125.540	309.997	184.832	134.121	306.872	200.836	220.574	283.470	126.104	121.698	289.049	107.374	191.778	284.369
40	0.39000	383.288	-147.748	827.417	375.093	-249.607	808.267	212.005	-233.094	806.476	229.644	-127.793	830.745	294.912	-300.565	653.266	301.528	-178.948	600.863	510.628	-240.456	596.374	96.536	-246.018	580.075	557.130	-233.433	530.125	47.446	-248.319	503.199	356.437	-329.956	167.098	261.960	-328.286	174.163	463.541	-125.666	149.393	599.255	-183.827	278.946	0.000	0.000	0.000	26.661	-185.869	242.092	0.000	0.000	0.000	518.723	48.277	291.059	455.476	37.886	320.008	111.699	50.592	277.865	176.587	38.325	306.854	383.341	138.112	293.632	444.446	135.057	318.540	424.263	222.941	304.953	498.309	131.825	301.843	511.852	200.434	300.086	249.286	125.718	310.045	184.999	134.383	306.992	201.135	220.812	283.906	126.170	122.066	289.223	107.374	192.140	284.582
41	0.40000	383.260	-147.727	827.453	375.124	-249.596	808.299	212.070	-233.101	806.433	229.625	-127.827	830.740	294.937	-300.536	653.279	301.513	-178.913	600.947	510.636	-240.397	596.359	96.541	-245.995	580.073	557.143	-233.384	530.130	47.461	-248.216	503.201	356.501	-329.944	167.102	262.001	-328.253	174.151	463.707	-125.648	149.432	599.324	-183.692	279.100	0.000	0.000	0.000	26.537	-185.586	242.180	0.000	0.000	0.000	518.626	48.404	291.024	455.400	37.985	319.899	111.636	50.905	277.895	176.543	38.570	306.897	383.164	138.124	293.299	444.243	135.118	318.370	424.048	222.998	304.480	498.050	131.998	301.563	511.640	200.616	299.754	249.369	125.921	310.018	184.947	134.574	307.330	201.376	221.040	284.211	126.144	122.338	289.498	107.434	192.453	284.876
42	0.41000	383.290	-147.708	827.483	375.148	-249.591	808.290	212.067	-233.156	806.459	229.583	-127.873	830.751	294.987	-300.502	653.265	301.564	-178.937	600.855	510.654	-240.349	596.364	96.575	-245.971	580.101	557.177	-233.276	530.127	47.456	-248.159	503.311	356.531	-329.912	167.078	262.065	-328.224	174.165	463.768	-125.548	149.446	599.345	-183.556	279.109	0.000	0.000	0.000	26.406	-185.298	242.290	0.000	0.000	0.000	518.614	48.501	290.974	455.314	38.067	319.827	111.553	51.189	278.029	176.445	38.832	306.894	382.990	138.162	293.086	444.000	135.249	318.117	423.708	223.016	304.110	497.865	132.123	301.389	511.276	200.816	299.270	249.344	126.225	310.021	184.920	134.801	307.616	201.670	221.235	284.699	126.067	122.663	289.779	107.553	192.835	285.034
43	0.42000	383.248	-147.681	827.443	375.168	-249.570	808.298	212.086	-233.170	806.437	229.588	-127.908	830.766	295.019	-300.436	653.255	301.602	-178.911	600.866	510.668	-240.271	596.377	96.591	-245.917	580.097	557.161	-233.146	530.145	47.490	-248.015	503.287	356.567	-329.891	167.100	262.100	-328.191	174.154	463.908	-125.510	149.498	599.408	-183.398	279.125	0.000	0.000	0.000	26.242	-185.062	242.428	0.000	0.000	0.000	518.516	48.646	290.903	455.288	38.147	319.771	111.442	51.481	278.108	176.360	39.101	306.919	382.861	138.189	292.964	443.831	135.287	317.998	423.390	223.005	303.860	497.726	132.293	301.224	511.070	200.953	298.904	249.349	126.504	309.877	184.927	135.021	307.732	201.923	221.452	285.087	125.994	122.904	289.916	107.565	193.116	285.317
44	0.43000	383.311	-147.674	827.451	375.201	-249.566	808.270	212.122	-233.175	806.461	229.602	-127.940	830.819	295.019	-300.425	653.265	301.569	-178.851	600.863	510.672	-240.195	596.368	96.619	-245.896	580.139	557.201	-233.081	530.151	47.450	-247.964	503.378	356.617	-329.879	167.107	262.126	-328.197	174.198	464.035	-125.458	149.619	599.482	-183.272	279.104	0.000	0.000	0.000	26.079	-184.804	242.531	0.000	0.000	0.000	518.431	48.773	290.826	455.229	38.247	319.708	111.298	51.722	278.215	176.268	39.334	306.909	382.761	138.257	292.919	443.675	135.395	317.810	423.087	223.014	303.672	497.618	132.352	301.061	510.884	201.057	298.670	249.397	126.769	309.602	184.851	135.218	307.802	202.082	221.671	285.206	125.896	123.162	290.008	107.308	193.288	285.741
45	0.44000	383.343	-147.674	827.489	375.230	-249.543	808.295	212.183	-233.167	806.475	229.631	-127.915	830.823	295.015	-300.354	653.269	301.570	-178.831	600.910	510.682	-240.122	596.380	96.656	-245.818	580.119	557.187	-232.989	530.186	47.453	-247.872	503.416	356.659	-329.870	167.111	262.180	-328.170	174.160	464.159	-125.375	149.573	599.557	-183.144	279.237	0.000	0.000	0.000	25.894	-184.571	242.664	0.000	0.000	0.000	518.388	48.862	290.806	455.204	38.312	319.679	111.215	51.940	278.313	176.215	39.550	306.900	382.661	138.267	292.908	443.560	135.440	317.746	422.886	223.020	303.489	497.489	132.457	300.941	510.786	201.108	298.574	249.296	127.051	309.350	184.767	135.447	307.878	202.062	221.914	285.218	125.767	123.383	290.175	106.993	193.501	286.076
46	0.45000	383.335	-147.619	827.504	375.286	-249.523	808.268	212.208	-233.167	806.489	229.638	-127.930	830.888	295.018	-300.308	653.297	301.588	-178.722	600.823	510.670	-240.060	596.396	96.649	-245.762	580.164	557.227	-232.902	530.218	47.464	-247.761	503.427	356.692	-329.859	167.118	262.209	-328.157	174.176	464.362	-125.370	149.682	599.629	-182.980	279.271	0.000	0.000	0.000	25.730	-184.344	242.747	0.000	0.000	0.000	518.361	48.917	290.795	455.110	38.386	319.606	111.005	52.170	278.447	176.127	39.759	306.880	382.607	138.280	292.880	443.411	135.490	317.602	422.729	223.109	303.298	497.417	132.470	300.880	510.675	201.144	298.504	249.322	127.309	308.990	184.692	135.653	307.935	201.846	222.071	285.266	125.622	123.599	290.315	106.785	193.683	286.263
47	0.46000	383.373	-147.605	827.512	375.314	-249.476	808.229	212.225	-233.147	806.501	229.714	-127.895	830.932	295.050	-300.243	653.288	301.620	-178.761	600.804	510.678	-239.999	596.408	96.702	-245.685	580.182	557.215	-232.808	530.230	47.438	-247.660	503.473	356.712	-329.856	167.130	262.255	-328.158	174.186	464.471	-125.313	149.666	599.727	-182.881	279.339	0.000	0.000	0.000	25.551	-184.189	242.892	0.000	0.000	0.000	518.290	49.008	290.784	455.003	38.465	319.508	110.849	52.361	278.511	175.990	39.950	306.894	382.550	138.304	292.857	443.295	135.557	317.519	422.545	223.131	303.170	497.275	132.558	300.777	510.554	201.190	298.473	249.216	127.504	308.831	184.535	135.854	307.949	201.597	222.305	285.172	125.507	123.819	290.376	106.622	193.864	286.372
48	0.47000	383.463	-147.616	827.535	375.388	-249.447	808.208	212.317	-233.091	806.509	229.768	-127.847	830.966	295.037	-300.182	653.292	301.696	-178.784	600.854	510.679	-239.941	596.437	96.691	-245.590	580.205	557.245	-232.748	530.288	47.467	-247.587	503.557	356.748	-329.866	167.122	262.271	-328.143	174.167	464.626	-125.252	149.733	599.809	-182.764	279.370	0.000	0.000	0.000	25.386	-184.007	243.007	0.000	0.000	0.000	518.253	49.068	290.782	454.949	38.477	319.459	110.661	52.567	278.528	175.792	40.160	306.875	382.461	138.304	292.743	443.218	135.534	317.502	422.484	223.173	303.099	497.182	132.557	300.816	510.490	201.212	298.551	249.127	127.679	308.719	184.375	136.044	308.021	201.440	222.496	285.065	125.354	123.996	290.433	106.419	194.078	286.615
49	0.48000	383.494	-147.530	827.478	375.427	-249.412	808.190	212.341	-233.045	806.557	229.815	-127.831	831.009	295.066	-300.104	653.291	301.653	-178.615	600.840	510.680	-239.865	596.438	96.718	-245.515	580.217	557.235	-232.653	530.290	47.447	-247.494	503.554	356.756	-329.829	167.102	262.295	-328.139	174.186	464.768	-125.173	149.748	599.931	-182.694	279.468	0.000	0.000	0.000	25.192	-183.877	243.121	0.000	0.000	0.000	518.213	49.137	290.793	454.861	38.466	319.435	110.464	52.705	278.578	175.654	40.362	306.799	382.397	138.270	292.630	443.064	135.580	317.415	422.369	223.155	303.104	497.121	132.645	300.904	510.397	201.264	298.728	249.067	127.856	308.570	184.276	136.242	307.994	201.379	222.686	284.840	125.198	124.230	290.463	106.322	194.294	286.652
50	0.49000	383.635	-147.531	827.458	375.482	-249.372	808.165	212.399	-232.974	806.570	229.919	-127.752	831.040	295.057	-300.024	653.310	301.716	-178.655	600.745	510.683	-239.820	596.450	96.712	-245.417	580.249	557.248	-232.599	530.325	47.439	-247.394	503.588	356.766	-329.858	167.112	262.308	-328.144	174.180	464.965	-125.177	149.804	600.036	-182.560	279.540	0.000	0.000	0.000	25.032	-183.743	243.218	0.000	0.000	0.000	518.192	49.166	290.859	454.835	38.449	319.347	110.311	52.920	278.502	175.487	40.552	306.701	382.311	138.172	292.547	443.006	135.510	317.526	422.225	223.145	303.151	496.983	132.678	300.998	510.348	201.308	298.966	248.923	128.027	308.408	184.149	136.390	307.972	201.443	222.798	284.748	125.043	124.480	290.397	106.238	194.555	286.646
51	0.50000	383.647	-147.484	827.446	375.533	-249.320	808.132	212.440	-232.905	806.598	229.960	-127.687	831.071	295.051	-299.974	653.328	301.686	-178.545	600.755	510.690	-239.769	596.477	96.745	-245.309	580.265	557.252	-232.505	530.361	47.431	-247.305	503.670	356.790	-329.837	167.088	262.316	-328.146	174.199	465.077	-125.134	149.855	600.099	-182.488	279.572	0.000	0.000	0.000	24.857	-183.598	243.290	0.000	0.000	0.000	518.217	49.214	290.903	454.782	38.503	319.297	110.146	53.110	278.408	175.318	40.753	306.547	382.173	137.983	292.451	442.888	135.508	317.522	422.021	223.106	303.230	496.904	132.728	301.163	510.210	201.397	299.062	248.911	128.071	308.354	184.042	136.551	307.921	201.525	222.949	284.754	124.939	124.674	290.355	106.131	194.759	286.637
52	0.51000	383.739	-147.431	827.431	375.577	-249.273	808.114	212.491	-232.789	806.599	230.092	-127.580	831.108	295.075	-299.916	653.341	301.727	-178.497	600.740	510.688	-239.720	596.494	96.790	-245.199	580.297	557.285	-232.481	530.404	47.432	-247.208	503.703	356.782	-329.848	167.107	262.326	-328.138	174.188	465.235	-125.049	149.915	600.212	-182.425	279.661	0.000	0.000	0.000	24.713	-183.479	243.339	0.000	0.000	0.000	518.244	49.255	290.953	454.866	38.444	319.359	109.989	53.309	278.252	175.161	40.904	306.417	381.936	137.786	292.337	442.771	135.502	317.587	421.796	223.032	303.324	496.808	132.770	301.222	510.024	201.500	299.101	248.807	128.129	308.194	183.912	136.683	307.842	201.588	223.090	284.730	124.850	124.898	290.097	105.843	194.813	286.774
