NO_OF_FRAMES	1238
NO_OF_CAMERAS	6
NO_OF_MARKERS	30
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-10, 12:09:51.002	4128628.66564140
DATA_INCLUDED	3D
MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z	
207	2.06000	383.776	-142.313	830.485	378.676	-243.856	807.795	214.846	-231.884	808.207	229.342	-126.767	835.636	295.397	-290.984	652.882	301.176	-166.712	604.114	509.556	-236.824	595.240	97.513	-231.126	582.500	559.530	-242.027	533.675	45.153	-236.523	509.621	353.335	-321.368	167.509	259.235	-318.271	174.990	612.641	-191.600	277.945	549.749	-227.922	235.787	7.642	-182.285	246.452	62.208	-220.623	211.558	540.287	39.682	275.181	473.531	43.674	301.704	95.525	50.485	262.673	163.246	49.231	292.846	445.409	164.430	261.925	499.772	140.701	285.680	543.523	213.561	267.826	546.358	110.863	279.419	593.331	161.485	276.043	204.347	164.094	278.431	138.209	145.976	280.419	91.768	216.424	257.568	88.274	107.511	266.378	31.039	145.159	251.889
208	2.07000	383.784	-142.205	830.462	378.684	-243.764	807.810	214.876	-231.776	808.210	229.334	-126.711	835.636	295.396	-290.915	652.909	301.202	-166.620	604.025	509.566	-236.768	595.217	97.523	-231.057	582.487	559.511	-241.995	533.666	45.156	-236.484	509.607	353.332	-321.332	167.507	259.240	-318.231	175.017	612.613	-191.606	277.871	549.661	-227.937	235.779	7.693	-182.303	246.435	62.296	-220.519	211.504	540.379	39.661	275.218	473.585	43.753	301.748	95.405	50.538	262.642	163.140	49.366	292.888	445.682	164.518	261.874	500.005	140.744	285.562	544.042	213.340	267.504	546.611	110.783	279.262	593.905	161.008	275.846	204.018	164.402	278.400	137.878	146.082	280.371	91.354	216.602	257.282	88.026	107.434	266.320	30.587	144.764	251.842
209	2.08000	383.784	-142.129	830.432	378.670	-243.686	807.814	214.872	-231.705	808.201	229.332	-126.618	835.617	295.391	-290.844	652.920	301.263	-166.575	604.074	509.589	-236.716	595.221	97.502	-231.007	582.484	559.522	-241.963	533.652	45.168	-236.447	509.597	353.345	-321.283	167.523	259.265	-318.188	175.026	612.500	-191.592	277.799	549.574	-227.922	235.745	7.739	-182.283	246.386	62.376	-220.521	211.485	540.398	39.675	275.212	473.704	43.817	301.818	95.297	50.579	262.610	163.047	49.507	292.906	445.852	164.598	261.794	500.256	140.778	285.433	544.614	213.111	267.072	546.753	110.688	279.228	594.426	160.655	275.524	203.711	164.693	278.292	137.526	146.126	280.423	90.692	216.404	257.556	87.756	107.374	266.309	30.192	144.402	251.759
210	2.09000	383.793	-142.043	830.441	378.683	-243.611	807.826	214.851	-231.633	808.197	229.372	-126.524	835.623	295.409	-290.760	652.927	301.245	-166.516	604.052	509.590	-236.679	595.224	97.498	-230.927	582.467	559.516	-241.931	533.655	45.160	-236.378	509.577	353.341	-321.238	167.508	259.273	-318.139	175.032	612.531	-191.708	277.843	549.497	-227.915	235.730	7.804	-182.299	246.364	62.458	-220.486	211.491	540.471	39.647	275.233	473.755	43.887	301.892	95.216	50.641	262.582	162.947	49.623	292.926	446.033	164.709	261.665	500.516	140.838	285.276	545.092	212.922	266.818	546.909	110.594	279.158	594.966	160.175	275.253	203.368	164.909	278.417	137.222	146.206	280.505	90.249	216.344	257.659	87.541	107.323	266.231	29.857	144.034	251.505
211	2.10000	383.829	-141.985	830.427	378.687	-243.537	807.815	214.868	-231.524	808.190	229.389	-126.403	835.573	295.400	-290.690	652.928	301.323	-166.432	604.071	509.596	-236.638	595.224	97.520	-230.843	582.440	559.502	-241.907	533.651	45.171	-236.343	509.576	353.354	-321.191	167.553	259.262	-318.083	175.024	612.430	-191.685	277.773	549.431	-227.927	235.722	7.841	-182.301	246.332	62.533	-220.465	211.420	540.530	39.629	275.252	473.825	43.957	301.968	95.096	50.634	262.607	162.878	49.736	292.918	446.194	164.773	261.635	500.662	140.865	285.202	545.403	212.786	266.513	547.077	110.457	279.069	595.591	159.731	275.017	202.957	165.155	278.399	136.892	146.273	280.514	89.620	216.179	257.966	87.297	107.257	266.233	29.428	143.591	251.473
212	2.11000	383.841	-141.916	830.418	378.680	-243.460	807.831	214.885	-231.458	808.230	229.385	-126.340	835.614	295.388	-290.627	652.958	301.282	-166.354	604.035	509.584	-236.601	595.220	97.523	-230.771	582.424	559.504	-241.906	533.635	45.196	-236.253	509.466	353.352	-321.137	167.516	259.275	-318.047	175.031	612.411	-191.722	277.781	549.355	-227.925	235.701	7.911	-182.293	246.280	62.609	-220.412	211.384	540.549	39.642	275.222	473.859	44.028	301.977	94.985	50.661	262.629	162.779	49.838	292.930	446.391	164.849	261.528	500.886	140.867	285.179	545.940	212.556	266.039	547.219	110.339	279.036	596.325	159.119	274.728	202.017	165.324	278.818	136.544	146.345	280.571	89.055	216.061	258.185	87.069	107.197	266.292	29.044	143.209	251.441
213	2.12000	383.872	-141.848	830.394	378.683	-243.396	807.809	214.909	-231.360	808.226	229.420	-126.232	835.588	295.374	-290.567	652.955	301.251	-166.268	604.036	509.578	-236.563	595.209	97.520	-230.711	582.398	559.497	-241.852	533.621	45.242	-236.203	509.513	353.335	-321.102	167.549	259.276	-317.997	175.019	612.337	-191.702	277.715	549.289	-227.933	235.699	7.970	-182.289	246.247	62.687	-220.404	211.382	540.551	39.645	275.240	473.853	44.087	302.000	94.911	50.681	262.639	162.706	49.928	292.959	446.579	164.935	261.300	501.018	140.926	285.051	546.563	212.249	265.805	547.340	110.213	279.004	596.931	158.597	274.546	201.665	165.573	278.956	136.219	146.382	280.650	88.515	215.999	258.341	86.881	107.179	266.202	28.691	142.834	251.362
214	2.13000	383.869	-141.772	830.402	378.694	-243.328	807.812	214.885	-231.282	808.242	229.429	-126.147	835.564	295.404	-290.478	652.953	301.291	-166.181	604.081	509.604	-236.532	595.230	97.516	-230.642	582.409	559.504	-241.828	533.622	45.216	-236.125	509.534	353.343	-321.071	167.567	259.249	-317.957	175.062	612.324	-191.714	277.708	549.244	-227.907	235.677	8.054	-182.297	246.209	62.770	-220.383	211.374	540.648	39.598	275.254	473.908	44.166	301.994	94.807	50.683	262.696	162.641	50.018	293.069	446.803	165.017	261.052	501.255	140.952	284.887	547.017	212.031	265.609	547.503	110.125	278.949	597.636	158.036	274.361	201.426	165.898	278.887	135.903	146.405	280.743	88.052	215.886	258.456	86.614	107.028	266.268	28.354	142.479	251.043
215	2.14000	383.871	-141.672	830.351	378.690	-243.259	807.842	214.925	-231.162	808.253	229.453	-126.030	835.562	295.410	-290.413	652.952	301.333	-166.140	604.041	509.605	-236.492	595.223	97.515	-230.578	582.389	559.497	-241.799	533.616	45.246	-236.081	509.510	353.347	-321.019	167.570	259.227	-317.893	175.082	612.272	-191.752	277.712	549.183	-227.971	235.657	8.093	-182.319	246.211	62.860	-220.336	211.357	540.676	39.626	275.250	473.940	44.216	302.023	94.777	50.715	262.673	162.583	50.139	293.097	447.069	165.087	261.002	501.529	140.937	284.852	547.605	211.815	265.312	547.663	109.968	278.975	598.300	157.479	274.115	201.020	166.051	279.037	135.633	146.466	280.810	87.676	215.919	258.334	86.455	106.925	266.213	28.061	142.002	250.986
216	2.15000	383.900	-141.622	830.367	378.680	-243.197	807.807	214.897	-231.097	808.275	229.479	-125.941	835.540	295.384	-290.356	652.972	301.287	-166.068	604.045	509.601	-236.433	595.229	97.541	-230.488	582.364	559.498	-241.784	533.631	45.257	-236.002	509.450	353.365	-320.993	167.589	259.239	-317.844	175.108	612.176	-191.760	277.625	549.117	-227.978	235.656	8.163	-182.310	246.159	62.947	-220.323	211.311	540.746	39.601	275.276	473.998	44.301	302.036	94.699	50.736	262.700	162.475	50.240	293.217	447.259	165.141	260.939	501.676	141.011	284.682	548.059	211.609	264.995	547.869	109.866	278.945	598.962	156.933	273.967	200.772	166.232	279.157	135.372	146.515	280.847	87.177	215.784	258.562	86.255	106.845	266.103	27.786	141.705	250.750
217	2.16000	383.924	-141.571	830.342	378.684	-243.114	807.819	214.912	-231.012	808.261	229.487	-125.859	835.544	295.413	-290.288	652.974	301.326	-166.043	604.057	509.615	-236.386	595.239	97.534	-230.430	582.380	559.482	-241.721	533.615	45.291	-235.943	509.439	353.349	-320.923	167.561	259.247	-317.798	175.077	612.125	-191.778	277.610	549.043	-227.977	235.629	8.274	-182.313	246.133	63.053	-220.343	211.339	540.845	39.586	275.274	474.061	44.348	302.068	94.665	50.786	262.664	162.378	50.325	293.325	447.444	165.267	260.803	501.951	141.078	284.594	548.535	211.404	264.774	548.095	109.735	278.933	599.553	156.466	273.860	200.426	166.437	279.218	135.122	146.547	280.905	86.939	215.794	258.439	86.082	106.798	266.130	27.467	141.369	250.548
218	2.17000	383.957	-141.502	830.341	378.673	-243.060	807.824	214.938	-230.938	808.270	229.488	-125.797	835.520	295.437	-290.198	652.971	301.346	-165.998	604.020	509.619	-236.316	595.227	97.533	-230.359	582.387	559.498	-241.679	533.594	45.234	-235.897	509.496	353.363	-320.908	167.600	259.235	-317.759	175.131	612.127	-191.861	277.603	548.967	-228.011	235.624	8.341	-182.304	246.102	63.159	-220.266	211.268	540.926	39.584	275.229	474.169	44.419	302.074	94.570	50.791	262.736	162.340	50.444	293.379	447.664	165.389	260.716	502.233	141.109	284.577	549.161	211.207	264.489	548.427	109.554	278.952	600.181	155.977	273.681	200.197	166.628	279.345	134.897	146.598	280.967	86.280	215.607	258.757	85.936	106.738	266.146	27.148	140.990	250.453
219	2.18000	383.958	-141.456	830.328	378.692	-243.024	807.853	214.903	-230.877	808.280	229.503	-125.758	835.544	295.418	-290.143	652.987	301.350	-165.907	604.022	509.635	-236.245	595.251	97.570	-230.280	582.367	559.522	-241.632	533.612	45.322	-235.832	509.433	353.359	-320.855	167.598	259.239	-317.736	175.116	611.987	-191.850	277.536	548.880	-228.001	235.584	8.479	-182.269	246.000	63.292	-220.268	211.271	541.090	39.529	275.232	474.298	44.487	302.068	94.487	50.834	262.702	162.258	50.560	293.450	447.951	165.487	260.699	502.546	141.136	284.537	549.663	211.030	264.367	548.710	109.443	278.978	600.725	155.598	273.575	200.050	166.858	279.397	134.588	146.677	280.980	85.878	215.508	258.875	85.775	106.686	266.116	26.912	140.721	250.208
220	2.19000	383.965	-141.409	830.303	378.700	-242.958	807.834	214.938	-230.816	808.285	229.531	-125.670	835.523	295.434	-290.082	652.989	301.330	-165.835	604.051	509.643	-236.190	595.251	97.572	-230.216	582.377	559.507	-241.571	533.603	45.283	-235.779	509.476	353.346	-320.829	167.598	259.231	-317.683	175.098	611.941	-191.954	277.509	548.752	-228.037	235.547	8.553	-182.299	245.979	63.411	-220.207	211.218	541.175	39.571	275.253	474.416	44.572	302.098	94.377	50.863	262.743	162.138	50.660	293.540	448.329	165.648	260.586	502.794	141.161	284.564	550.209	210.888	264.258	548.956	109.353	278.937	601.416	155.039	273.588	199.673	167.010	279.576	134.300	146.744	281.109	85.463	215.445	259.003	85.526	106.597	266.219	26.489	140.311	250.146
221	2.20000	383.975	-141.321	830.314	378.708	-242.906	807.822	214.894	-230.750	808.251	229.555	-125.607	835.500	295.435	-290.024	652.997	301.346	-165.794	604.054	509.653	-236.129	595.269	97.555	-230.176	582.403	559.510	-241.541	533.598	45.342	-235.707	509.434	353.340	-320.786	167.596	259.209	-317.644	175.109	611.818	-192.003	277.433	548.620	-228.056	235.538	8.654	-182.298	245.927	63.570	-220.207	211.191	541.360	39.529	275.219	474.549	44.644	302.132	94.284	50.845	262.803	162.062	50.773	293.547	448.730	165.803	260.468	503.194	141.169	284.727	550.811	210.723	264.188	549.303	109.264	278.943	602.147	154.508	273.394	199.480	167.308	279.600	133.962	146.814	281.183	84.971	215.398	259.106	85.319	106.508	266.229	26.190	139.959	249.879
222	2.21000	383.972	-141.284	830.311	378.736	-242.848	807.829	214.917	-230.720	808.294	229.562	-125.560	835.503	295.455	-289.966	652.989	301.422	-165.736	604.034	509.670	-236.065	595.239	97.590	-230.097	582.356	559.533	-241.492	533.581	45.356	-235.633	509.419	353.315	-320.755	167.622	259.227	-317.602	175.117	611.742	-192.096	277.390	548.482	-228.083	235.482	8.765	-182.301	245.901	63.703	-220.202	211.200	541.483	39.525	275.165	474.718	44.730	302.146	94.225	50.890	262.796	161.943	50.919	293.602	449.085	165.979	260.424	503.612	141.208	284.801	551.480	210.564	264.141	549.537	109.157	278.952	603.058	153.844	273.200	199.128	167.528	279.738	133.635	146.875	281.222	84.477	215.331	259.208	85.046	106.444	266.130	25.858	139.497	249.574
223	2.22000	383.972	-141.233	830.289	378.745	-242.803	807.832	214.942	-230.647	808.285	229.566	-125.522	835.497	295.489	-289.912	652.984	301.350	-165.700	604.018	509.668	-236.047	595.244	97.567	-230.054	582.375	559.547	-241.495	533.576	45.332	-235.611	509.454	353.333	-320.719	167.624	259.231	-317.562	175.111	611.604	-192.138	277.247	548.307	-228.154	235.475	8.848	-182.345	245.882	63.868	-220.194	211.155	541.670	39.506	275.194	474.881	44.805	302.190	94.089	50.943	262.790	161.796	51.027	293.719	449.518	166.170	260.465	503.989	141.263	284.813	552.149	210.385	264.194	549.852	109.012	278.980	603.880	153.151	273.161	198.657	167.653	279.985	133.296	146.957	281.261	83.897	215.278	259.176	84.790	106.410	266.006	25.498	139.099	249.229
224	2.23000	384.024	-141.176	830.292	378.766	-242.734	807.833	214.986	-230.605	808.302	229.580	-125.484	835.518	295.467	-289.868	653.000	301.417	-165.654	604.033	509.701	-235.989	595.228	97.569	-229.999	582.372	559.545	-241.439	533.562	45.450	-235.536	509.354	353.347	-320.716	167.623	259.218	-317.533	175.109	611.538	-192.258	277.213	548.136	-228.170	235.405	8.965	-182.372	245.799	64.018	-220.166	211.104	541.890	39.453	275.213	475.089	44.895	302.219	93.946	50.948	262.827	161.673	51.163	293.794	450.008	166.314	260.661	504.401	141.315	284.882	552.705	210.268	264.128	550.187	108.886	279.018	604.887	152.444	272.925	198.307	167.957	279.949	132.897	147.004	281.264	83.446	215.193	259.268	84.539	106.363	265.934	25.149	138.738	248.978
225	2.24000	384.050	-141.133	830.304	378.779	-242.681	807.826	214.994	-230.561	808.282	229.599	-125.436	835.518	295.503	-289.815	652.995	301.469	-165.615	604.008	509.712	-235.950	595.227	97.589	-229.971	582.375	559.549	-241.443	533.541	45.374	-235.531	509.420	353.347	-320.670	167.638	259.218	-317.517	175.125	611.426	-192.349	277.170	547.960	-228.199	235.389	9.112	-182.414	245.760	64.194	-220.156	211.101	542.023	39.451	275.210	475.276	44.981	302.269	93.792	50.968	262.854	161.466	51.320	293.866	450.497	166.482	260.879	504.921	141.306	285.029	553.455	210.096	264.180	550.586	108.743	279.088	605.742	151.721	272.773	197.917	168.201	279.916	132.554	147.067	281.253	82.862	215.108	259.385	84.318	106.346	265.830	24.832	138.331	248.587
226	2.25000	384.070	-141.076	830.313	378.815	-242.638	807.832	215.026	-230.519	808.279	229.602	-125.401	835.533	295.496	-289.765	653.005	301.413	-165.536	604.025	509.720	-235.926	595.216	97.622	-229.921	582.345	559.549	-241.439	533.517	45.433	-235.492	509.366	353.334	-320.632	167.628	259.222	-317.477	175.143	611.227	-192.370	276.996	547.814	-228.248	235.330	9.245	-182.457	245.670	64.394	-220.144	211.067	542.244	39.399	275.223	475.530	45.050	302.316	93.584	50.946	262.868	161.328	51.458	293.936	450.987	166.694	261.001	505.392	141.408	285.185	554.164	209.949	264.312	551.077	108.644	279.077	606.756	150.905	272.581	197.475	168.332	280.033	132.255	147.310	281.025	82.317	215.042	259.236	84.042	106.250	265.833	24.460	137.986	248.252
227	2.26000	384.038	-141.007	830.299	378.831	-242.580	807.824	215.053	-230.475	808.273	229.590	-125.361	835.521	295.510	-289.716	652.995	301.474	-165.494	604.079	509.745	-235.891	595.215	97.625	-229.868	582.347	559.552	-241.439	533.488	45.511	-235.442	509.271	353.331	-320.614	167.632	259.220	-317.441	175.107	611.218	-192.538	277.005	547.651	-228.292	235.322	9.367	-182.542	245.616	64.574	-220.162	211.022	542.433	39.412	275.235	475.737	45.138	302.390	93.499	51.012	262.789	161.132	51.567	294.004	451.449	166.878	261.126	505.849	141.396	285.252	554.762	209.893	264.418	551.467	108.385	279.267	607.797	150.045	272.417	197.103	168.634	280.051	131.884	147.363	281.034	81.901	215.044	259.234	83.728	106.107	265.767	24.062	137.504	247.972
228	2.27000	384.049	-140.956	830.274	378.853	-242.511	807.816	215.072	-230.448	808.305	229.647	-125.320	835.532	295.534	-289.669	652.996	301.484	-165.402	604.011	509.770	-235.867	595.195	97.634	-229.819	582.333	559.563	-241.444	533.480	45.492	-235.455	509.354	353.349	-320.593	167.655	259.233	-317.418	175.135	611.149	-192.675	276.896	547.488	-228.275	235.267	9.481	-182.612	245.561	64.753	-220.163	210.985	542.603	39.377	275.252	475.975	45.209	302.480	93.332	50.999	262.744	160.964	51.697	294.047	451.869	167.084	261.162	506.233	141.386	285.461	555.365	209.765	264.660	551.836	108.240	279.248	608.779	149.170	272.227	196.692	168.836	280.207	131.340	147.229	281.321	81.393	214.991	259.423	83.473	106.016	265.642	23.745	137.006	247.673
229	2.28000	384.102	-140.929	830.274	378.889	-242.504	807.832	215.079	-230.420	808.322	229.667	-125.279	835.540	295.555	-289.630	653.003	301.464	-165.336	604.048	509.789	-235.843	595.167	97.645	-229.782	582.355	559.565	-241.453	533.437	45.526	-235.427	509.321	353.354	-320.555	167.623	259.241	-317.380	175.144	611.012	-192.721	276.769	547.340	-228.288	235.192	9.634	-182.691	245.498	64.954	-220.211	210.994	542.816	39.341	275.359	476.204	45.256	302.558	93.139	50.947	262.741	160.751	51.783	294.121	452.404	167.177	261.419	506.714	141.418	285.623	556.047	209.639	264.953	552.246	108.132	279.260	609.863	148.219	272.056	196.200	168.972	280.449	130.980	147.281	281.296	80.900	214.937	259.551	83.218	105.923	265.431	23.354	136.467	247.456
230	2.29000	384.121	-140.875	830.282	378.906	-242.443	807.828	215.107	-230.386	808.299	229.684	-125.249	835.540	295.567	-289.579	652.997	301.512	-165.300	604.060	509.808	-235.840	595.163	97.657	-229.739	582.347	559.562	-241.484	533.405	45.534	-235.389	509.326	353.348	-320.522	167.641	259.219	-317.381	175.166	610.930	-192.820	276.724	547.221	-228.333	235.180	9.802	-182.780	245.405	65.121	-220.264	210.975	543.023	39.297	275.475	476.370	45.333	302.641	93.036	50.984	262.609	160.575	51.892	294.148	452.850	167.411	261.597	507.159	141.443	285.869	556.687	209.435	265.236	552.682	107.897	279.386	610.837	147.183	271.728	195.760	169.206	280.515	130.655	147.326	281.278	80.332	214.913	259.423	82.999	105.792	265.291	23.016	135.954	247.311
231	2.30000	384.133	-140.865	830.283	378.933	-242.434	807.810	215.119	-230.347	808.319	229.737	-125.196	835.524	295.580	-289.537	653.003	301.468	-165.239	604.077	509.828	-235.840	595.143	97.696	-229.693	582.350	559.580	-241.500	533.382	45.585	-235.392	509.317	353.349	-320.493	167.681	259.240	-317.314	175.140	610.884	-192.911	276.690	547.129	-228.320	235.099	9.899	-182.939	245.426	65.307	-220.305	210.965	543.216	39.275	275.547	476.565	45.379	302.729	92.864	50.915	262.600	160.346	51.953	294.203	453.260	167.612	261.817	507.539	141.491	285.955	557.398	209.290	265.577	553.169	107.766	279.468	611.982	146.147	271.298	195.357	169.434	280.483	130.205	147.307	281.332	79.862	214.878	259.324	82.782	105.646	265.104	22.696	135.369	247.165
232	2.31000	384.169	-140.824	830.286	378.960	-242.395	807.831	215.184	-230.311	808.303	229.742	-125.182	835.575	295.602	-289.481	652.989	301.520	-165.206	604.093	509.849	-235.838	595.125	97.699	-229.617	582.348	559.564	-241.538	533.366	45.586	-235.359	509.330	353.345	-320.461	167.674	259.228	-317.304	175.172	610.808	-192.964	276.649	547.026	-228.329	235.025	10.034	-183.031	245.308	65.497	-220.407	210.880	543.431	39.179	275.659	476.788	45.446	302.850	92.690	50.863	262.570	160.168	52.030	294.271	453.710	167.753	262.067	507.979	141.442	286.198	557.927	209.229	265.735	553.543	107.532	279.585	613.015	145.104	270.902	194.833	169.542	280.513	129.908	147.347	281.304	79.417	214.803	259.353	82.504	105.444	264.996	22.241	134.797	247.101
233	2.32000	384.195	-140.809	830.287	378.982	-242.379	807.827	215.190	-230.267	808.310	229.782	-125.146	835.557	295.613	-289.472	653.009	301.558	-165.212	604.037	509.865	-235.854	595.109	97.697	-229.555	582.362	559.576	-241.544	533.336	45.587	-235.324	509.334	353.334	-320.431	167.676	259.233	-317.266	175.185	610.823	-193.107	276.616	546.919	-228.393	235.015	10.128	-183.183	245.305	65.672	-220.490	210.890	543.632	39.152	275.727	476.990	45.486	302.998	92.560	50.823	262.511	159.981	52.073	294.312	454.221	167.862	262.318	508.428	141.431	286.395	558.423	209.178	265.917	553.886	107.363	279.606	614.039	144.101	270.461	194.417	169.791	280.395	129.472	147.474	281.197	78.774	214.617	259.167	82.269	105.296	264.938	21.950	134.301	247.096
234	2.33000	384.243	-140.806	830.280	379.002	-242.378	807.815	215.224	-230.236	808.351	229.796	-125.136	835.580	295.584	-289.426	653.010	301.582	-165.113	604.008	509.866	-235.866	595.086	97.701	-229.511	582.393	559.570	-241.566	533.313	45.611	-235.283	509.343	353.363	-320.394	167.673	259.246	-317.232	175.178	610.765	-193.227	276.598	546.801	-228.396	234.988	10.282	-183.287	245.170	65.844	-220.617	210.868	543.813	39.107	275.822	477.177	45.547	303.130	92.351	50.748	262.591	159.806	52.131	294.392	454.598	167.973	262.462	508.815	141.416	286.566	558.980	209.078	266.154	554.317	107.145	279.582	614.991	143.074	269.935	193.985	169.991	280.228	128.989	147.340	281.310	78.347	214.550	258.854	81.994	105.119	264.922	21.589	133.754	246.931
235	2.34000	384.285	-140.795	830.266	379.031	-242.375	807.801	215.239	-230.195	808.322	229.872	-125.064	835.550	295.592	-289.397	653.011	301.618	-165.076	604.075	509.872	-235.873	595.100	97.711	-229.456	582.372	559.560	-241.610	533.291	45.664	-235.230	509.307	353.375	-320.395	167.698	259.249	-317.205	175.183	610.709	-193.285	276.543	546.742	-228.436	234.930	10.411	-183.447	245.146	66.064	-220.710	210.837	544.033	39.067	275.971	477.390	45.587	303.255	92.128	50.709	262.587	159.619	52.179	294.508	454.918	168.089	262.556	509.235	141.404	286.669	559.438	208.997	266.460	554.794	107.000	279.517	615.941	141.960	269.289	193.520	170.120	280.052	128.605	147.318	281.239	77.920	214.403	258.311	81.715	104.996	264.779	21.213	133.206	246.757
236	2.35000	384.350	-140.816	830.285	379.052	-242.368	807.808	215.263	-230.151	808.322	229.918	-125.053	835.600	295.601	-289.358	652.991	301.632	-165.016	604.056	509.881	-235.890	595.080	97.712	-229.399	582.378	559.554	-241.650	533.284	45.683	-235.205	509.270	353.368	-320.351	167.691	259.267	-317.187	175.196	610.684	-193.401	276.513	546.648	-228.453	234.881	10.514	-183.626	245.179	66.232	-220.774	210.800	544.249	39.016	276.050	477.618	45.591	303.423	91.944	50.642	262.658	159.403	52.241	294.594	455.335	168.185	262.810	509.600	141.340	286.921	559.807	209.037	266.745	555.297	106.744	279.671	617.028	140.739	268.467	193.093	170.265	279.876	128.258	147.303	281.108	77.531	214.376	257.696	81.375	104.819	264.569	20.844	132.657	246.605
237	2.36000	384.381	-140.807	830.258	379.051	-242.377	807.809	215.296	-230.116	808.359	229.992	-125.014	835.588	295.611	-289.328	652.993	301.657	-165.005	604.036	509.884	-235.905	595.082	97.738	-229.360	582.388	559.567	-241.707	533.271	45.672	-235.176	509.306	353.368	-320.358	167.716	259.258	-317.159	175.185	610.672	-193.502	276.496	546.548	-228.509	234.918	10.620	-183.731	245.095	66.392	-220.837	210.804	544.408	38.972	276.140	477.840	45.616	303.495	91.725	50.622	262.638	159.202	52.333	294.679	455.734	168.275	263.053	509.946	141.323	287.074	560.204	209.088	266.972	555.691	106.620	279.652	617.960	139.503	267.688	192.635	170.326	279.778	127.933	147.494	280.671	77.037	214.179	257.235	81.130	104.693	264.450	20.563	132.169	246.013
238	2.37000	384.452	-140.849	830.280	379.083	-242.383	807.787	215.303	-230.099	808.359	230.041	-124.992	835.595	295.599	-289.321	653.006	301.662	-164.970	604.066	509.898	-235.909	595.071	97.747	-229.324	582.413	559.562	-241.722	533.280	45.675	-235.182	509.351	353.374	-320.341	167.712	259.241	-317.160	175.213	610.546	-193.503	276.409	546.497	-228.527	234.865	10.726	-183.842	245.056	66.538	-220.889	210.795	544.615	38.921	276.202	478.026	45.657	303.601	91.514	50.556	262.689	158.955	52.435	294.824	456.019	168.345	263.193	510.236	141.301	287.249	560.461	209.082	267.266	556.079	106.444	279.601	618.920	138.229	266.921	192.318	170.524	279.428	127.484	147.354	280.602	76.539	214.054	256.555	80.896	104.551	264.220	20.292	131.706	245.541
239	2.38000	384.488	-140.843	830.261	379.110	-242.401	807.781	215.355	-230.061	808.381	230.114	-124.950	835.607	295.628	-289.286	653.010	301.613	-164.952	604.060	509.911	-235.911	595.077	97.763	-229.295	582.393	559.563	-241.742	533.259	45.700	-235.169	509.320	353.373	-320.332	167.715	259.242	-317.152	175.197	610.578	-193.654	276.441	546.413	-228.558	234.829	10.863	-183.942	244.962	66.690	-220.922	210.770	544.822	38.854	276.341	478.196	45.654	303.699	91.308	50.490	262.646	158.759	52.535	294.863	456.257	168.436	263.350	510.498	141.304	287.369	560.819	209.118	267.437	556.427	106.283	279.515	619.935	136.745	265.931	191.882	170.642	279.186	127.214	147.555	280.142	76.134	213.834	256.156	80.564	104.362	263.999	19.995	131.190	244.981
