NO_OF_FRAMES	1238
NO_OF_CAMERAS	6
NO_OF_MARKERS	30
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-10, 12:09:51.002	4128628.66564140
DATA_INCLUDED	3D
MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z	
1144	11.43000	386.226	-136.067	828.521	379.277	-237.808	808.031	215.979	-222.881	805.268	232.015	-117.543	830.858	298.031	-289.804	654.779	304.559	-169.555	601.213	512.176	-234.955	596.103	100.077	-231.261	582.621	562.845	-240.259	535.005	47.108	-238.920	510.666	356.600	-325.259	166.795	262.516	-322.631	174.485	618.236	-194.302	278.776	555.763	-232.114	236.651	3.137	-192.093	248.464	58.214	-229.660	212.604	535.636	35.941	276.646	473.031	29.065	308.656	92.735	45.634	262.591	155.181	35.386	296.436	413.162	135.927	292.498	468.982	127.460	303.443	456.053	214.887	280.692	521.982	117.020	284.867	543.049	183.780	278.592	222.986	135.478	293.069	158.525	131.584	301.973	168.879	216.453	267.510	101.958	115.253	274.205	71.634	179.807	260.637
1145	11.44000	386.208	-135.984	828.519	379.269	-237.720	808.034	215.934	-222.858	805.261	231.948	-117.505	830.845	298.022	-289.736	654.760	304.583	-169.533	601.298	512.153	-234.910	596.101	100.062	-231.228	582.596	562.819	-240.215	534.988	47.074	-238.927	510.633	356.581	-325.231	166.776	262.508	-322.614	174.484	618.235	-194.302	278.777	555.739	-232.115	236.656	3.143	-192.143	248.449	58.204	-229.724	212.595	535.611	35.942	276.589	472.988	29.063	308.657	92.680	45.575	262.555	155.211	35.369	296.349	413.123	135.956	292.357	468.946	127.474	303.316	456.068	214.871	280.405	521.901	117.008	284.774	543.132	183.715	278.564	222.962	135.458	293.036	158.522	131.534	301.919	168.833	216.381	267.475	101.990	115.247	274.071	71.667	179.794	260.481
1146	11.45000	386.188	-135.899	828.522	379.266	-237.653	808.054	215.925	-222.831	805.269	231.887	-117.459	830.843	298.008	-289.708	654.774	304.549	-169.431	601.267	512.133	-234.871	596.082	100.048	-231.217	582.574	562.802	-240.182	535.003	47.069	-238.895	510.636	356.556	-325.207	166.803	262.459	-322.596	174.502	618.182	-194.277	278.745	555.706	-232.099	236.648	3.145	-192.179	248.413	58.223	-229.769	212.554	535.563	35.926	276.544	472.924	29.101	308.607	92.698	45.564	262.442	155.166	35.344	296.310	413.087	136.024	292.060	468.958	127.425	303.308	456.073	214.876	280.156	521.856	116.953	284.754	543.233	183.654	278.543	222.937	135.418	293.001	158.510	131.529	301.782	168.833	216.371	267.341	101.961	115.233	273.962	71.752	179.807	260.278
1147	11.46000	386.142	-135.834	828.516	379.240	-237.590	808.059	215.892	-222.791	805.299	231.854	-117.393	830.826	297.956	-289.664	654.791	304.572	-169.329	601.387	512.108	-234.823	596.099	100.034	-231.199	582.570	562.779	-240.131	535.016	46.971	-238.908	510.653	356.544	-325.194	166.821	262.449	-322.578	174.469	618.162	-194.222	278.770	555.669	-232.100	236.688	3.153	-192.211	248.379	58.239	-229.792	212.549	535.501	35.930	276.507	472.892	29.066	308.571	92.673	45.558	262.348	155.115	35.350	296.301	413.041	136.051	291.859	468.935	127.463	303.140	456.130	214.885	279.876	521.820	116.908	284.715	543.369	183.581	278.556	222.926	135.366	292.955	158.445	131.489	301.733	168.790	216.327	267.220	101.994	115.249	273.809	71.882	179.874	259.940
1148	11.47000	386.079	-135.784	828.499	379.224	-237.521	808.081	215.874	-222.759	805.285	231.813	-117.357	830.821	297.967	-289.637	654.780	304.499	-169.220	601.493	512.096	-234.781	596.119	100.001	-231.198	582.549	562.763	-240.105	535.032	47.033	-238.889	510.606	356.531	-325.163	166.818	262.455	-322.542	174.480	618.108	-194.217	278.780	555.669	-232.095	236.693	3.146	-192.246	248.349	58.241	-229.809	212.526	535.467	35.916	276.479	472.821	29.124	308.518	92.648	45.538	262.272	155.053	35.338	296.318	413.033	136.145	291.686	468.863	127.527	302.971	456.186	214.897	279.738	521.825	116.853	284.698	543.532	183.506	278.562	222.855	135.368	292.927	158.438	131.522	301.653	168.886	216.312	266.973	101.984	115.225	273.719	71.905	179.867	259.778
1149	11.48000	386.044	-135.703	828.507	379.207	-237.457	808.081	215.841	-222.752	805.319	231.732	-117.333	830.814	297.930	-289.601	654.778	304.453	-169.188	601.508	512.089	-234.728	596.143	100.000	-231.171	582.501	562.767	-240.035	535.053	46.986	-238.862	510.565	356.517	-325.133	166.825	262.426	-322.543	174.492	618.139	-194.238	278.822	555.659	-232.076	236.685	3.133	-192.286	248.351	58.228	-229.810	212.501	535.407	35.964	276.437	472.781	29.122	308.482	92.609	45.505	262.234	155.027	35.324	296.272	413.022	136.190	291.614	468.862	127.536	302.911	456.200	214.920	279.617	521.824	116.868	284.658	543.592	183.505	278.492	222.874	135.357	292.880	158.417	131.517	301.575	168.920	216.319	266.862	101.971	115.254	273.589	71.887	179.862	259.709
1150	11.49000	385.985	-135.674	828.488	379.189	-237.436	808.094	215.845	-222.717	805.314	231.680	-117.288	830.804	297.910	-289.585	654.768	304.453	-169.104	601.585	512.057	-234.687	596.150	99.970	-231.173	582.471	562.761	-239.985	535.072	47.000	-238.854	510.525	356.507	-325.127	166.812	262.411	-322.500	174.483	618.153	-194.227	278.827	555.635	-232.073	236.696	3.110	-192.286	248.307	58.229	-229.814	212.490	535.414	35.990	276.417	472.785	29.134	308.467	92.600	45.515	262.176	155.011	35.353	296.172	413.050	136.196	291.546	468.871	127.550	302.856	456.173	214.944	279.514	521.800	116.908	284.600	543.589	183.522	278.352	222.851	135.365	292.819	158.402	131.502	301.523	168.880	216.311	266.770	101.932	115.228	273.527	71.864	179.829	259.740
1151	11.50000	385.957	-135.602	828.465	379.138	-237.369	808.094	215.775	-222.708	805.334	231.624	-117.276	830.809	297.895	-289.559	654.763	304.380	-169.072	601.641	512.033	-234.634	596.141	99.967	-231.167	582.440	562.725	-239.949	535.079	46.990	-238.880	510.564	356.489	-325.104	166.827	262.393	-322.481	174.515	618.110	-194.165	278.772	555.637	-232.074	236.690	3.109	-192.285	248.274	58.207	-229.825	212.401	535.421	35.995	276.399	472.795	29.166	308.449	92.607	45.504	262.119	155.037	35.332	296.124	413.032	136.222	291.529	468.811	127.598	302.832	456.121	214.931	279.437	521.734	116.927	284.541	543.563	183.550	278.214	222.831	135.363	292.750	158.368	131.480	301.520	168.826	216.368	266.671	101.895	115.196	273.599	71.825	179.829	259.841
1152	11.51000	385.939	-135.605	828.456	379.099	-237.338	808.122	215.739	-222.693	805.337	231.607	-117.228	830.772	297.877	-289.531	654.747	304.326	-169.063	601.750	512.015	-234.597	596.159	99.939	-231.162	582.392	562.727	-239.923	535.095	46.992	-238.874	510.496	356.471	-325.073	166.807	262.391	-322.468	174.476	618.112	-194.197	278.837	555.647	-232.016	236.668	3.090	-192.305	248.263	58.185	-229.833	212.410	535.394	36.026	276.361	472.811	29.191	308.473	92.597	45.517	262.055	155.042	35.319	296.069	412.977	136.212	291.523	468.833	127.603	302.791	456.028	214.937	279.406	521.739	116.999	284.440	543.508	183.593	277.999	222.827	135.361	292.746	158.391	131.508	301.487	168.694	216.387	266.738	101.864	115.189	273.593	71.806	179.876	259.911
1153	11.52000	385.836	-135.532	828.440	379.060	-237.307	808.127	215.725	-222.683	805.332	231.531	-117.226	830.777	297.859	-289.516	654.742	304.333	-169.128	601.766	511.997	-234.563	596.125	99.928	-231.191	582.385	562.716	-239.845	535.093	46.929	-238.941	510.502	356.447	-325.079	166.805	262.350	-322.441	174.489	618.080	-194.118	278.775	555.654	-232.019	236.704	3.109	-192.278	248.195	58.188	-229.857	212.380	535.430	36.055	276.392	472.824	29.217	308.490	92.570	45.512	262.030	155.013	35.318	296.037	412.959	136.199	291.506	468.829	127.638	302.808	455.986	214.963	279.341	521.696	117.022	284.407	543.472	183.630	277.805	222.885	135.351	292.741	158.327	131.442	301.507	168.627	216.451	266.841	101.860	115.209	273.640	71.821	179.900	260.055
1154	11.53000	385.808	-135.506	828.438	379.033	-237.295	808.137	215.670	-222.692	805.350	231.456	-117.203	830.752	297.840	-289.521	654.726	304.338	-169.220	601.847	511.949	-234.536	596.155	99.908	-231.218	582.367	562.689	-239.820	535.089	46.974	-238.927	510.460	356.447	-325.040	166.795	262.346	-322.426	174.503	618.118	-194.074	278.803	555.655	-231.983	236.683	3.089	-192.298	248.184	58.173	-229.853	212.368	535.416	36.095	276.390	472.804	29.240	308.493	92.542	45.526	262.037	155.002	35.323	296.018	412.932	136.237	291.477	468.779	127.650	302.751	455.946	214.979	279.218	521.698	117.034	284.418	543.539	183.648	277.734	222.828	135.323	292.805	158.350	131.475	301.562	168.595	216.404	267.218	101.862	115.194	273.769	71.825	179.972	260.201
1155	11.54000	385.736	-135.474	828.441	378.992	-237.268	808.155	215.653	-222.692	805.347	231.426	-117.170	830.714	297.824	-289.516	654.725	304.300	-169.337	601.951	511.923	-234.517	596.154	99.894	-231.222	582.340	562.683	-239.798	535.087	46.945	-238.934	510.446	356.427	-325.025	166.785	262.337	-322.411	174.487	618.174	-194.071	278.861	555.704	-231.940	236.712	3.092	-192.274	248.120	58.190	-229.816	212.314	535.383	36.095	276.366	472.769	29.265	308.484	92.500	45.495	262.082	155.002	35.333	296.027	412.915	136.295	291.417	468.772	127.705	302.704	455.949	215.016	279.106	521.671	117.044	284.352	543.584	183.631	277.740	222.784	135.323	292.938	158.307	131.415	301.628	168.593	216.417	267.394	101.837	115.210	273.813	71.871	180.018	260.241
1156	11.55000	385.689	-135.432	828.430	378.959	-237.219	808.174	215.574	-222.714	805.356	231.326	-117.190	830.717	297.786	-289.535	654.735	304.390	-169.522	602.071	511.917	-234.495	596.143	99.864	-231.241	582.308	562.673	-239.800	535.115	46.969	-238.931	510.344	356.421	-325.007	166.754	262.319	-322.389	174.508	618.130	-193.990	278.844	555.737	-231.911	236.710	3.092	-192.274	248.120	58.197	-229.816	212.281	535.360	36.125	276.429	472.754	29.292	308.487	92.499	45.517	262.154	154.928	35.333	296.133	412.901	136.355	291.298	468.746	127.711	302.711	456.092	215.023	278.983	521.670	117.080	284.422	543.616	183.627	277.799	222.735	135.299	293.089	158.297	131.441	301.727	168.701	216.472	267.572	101.834	115.246	273.852	71.927	180.091	260.255
1157	11.56000	385.635	-135.392	828.419	378.950	-237.192	808.169	215.575	-222.709	805.365	231.291	-117.197	830.717	297.784	-289.537	654.726	304.358	-169.605	602.219	511.906	-234.506	596.192	99.828	-231.252	582.282	562.647	-239.791	535.150	46.922	-238.947	510.351	356.422	-324.977	166.768	262.324	-322.355	174.469	618.168	-193.994	278.963	555.746	-231.904	236.751	3.092	-192.268	248.075	58.210	-229.773	212.256	535.344	36.146	276.457	472.732	29.317	308.457	92.535	45.590	262.121	154.907	35.350	296.197	412.916	136.360	291.172	468.709	127.771	302.619	456.134	215.060	278.925	521.696	117.054	284.468	543.633	183.623	277.922	222.715	135.311	293.236	158.293	131.432	301.831	168.682	216.455	267.769	101.859	115.248	273.938	71.998	180.144	260.311
1158	11.57000	385.574	-135.384	828.425	378.930	-237.181	808.157	215.565	-222.731	805.322	231.199	-117.206	830.743	297.746	-289.567	654.733	304.370	-169.660	602.340	511.885	-234.497	596.223	99.836	-231.268	582.293	562.649	-239.784	535.171	46.922	-238.961	510.315	356.420	-324.968	166.745	262.320	-322.354	174.478	618.149	-193.947	278.997	555.762	-231.869	236.802	3.091	-192.243	248.030	58.231	-229.767	212.252	535.346	36.146	276.504	472.700	29.308	308.504	92.519	45.568	262.253	154.846	35.330	296.355	412.895	136.392	291.020	468.667	127.797	302.623	456.132	215.063	278.895	521.699	117.057	284.519	543.680	183.640	277.962	222.724	135.281	293.377	158.287	131.445	301.921	168.724	216.482	267.823	101.850	115.280	273.993	72.086	180.168	260.485
1159	11.58000	385.500	-135.373	828.462	378.895	-237.171	808.174	215.472	-222.774	805.329	231.123	-117.232	830.741	297.721	-289.592	654.730	304.406	-169.872	602.472	511.846	-234.507	596.257	99.807	-231.313	582.300	562.657	-239.777	535.209	46.958	-238.961	510.243	356.436	-324.965	166.757	262.309	-322.360	174.488	618.184	-193.934	279.052	555.751	-231.875	236.826	3.077	-192.240	248.106	58.230	-229.704	212.221	535.345	36.173	276.532	472.678	29.327	308.494	92.520	45.561	262.346	154.896	35.346	296.428	412.877	136.397	290.959	468.672	127.782	302.695	456.048	215.088	278.850	521.690	117.078	284.529	543.628	183.678	278.070	222.722	135.294	293.447	158.266	131.474	302.025	168.683	216.451	267.952	101.867	115.293	274.085	72.120	180.214	260.497
1160	11.59000	385.468	-135.372	828.539	378.871	-237.140	808.149	215.482	-222.792	805.310	231.064	-117.271	830.780	297.729	-289.619	654.726	304.380	-169.917	602.495	511.861	-234.517	596.284	99.784	-231.364	582.299	562.630	-239.767	535.244	46.914	-239.030	510.288	356.427	-324.953	166.749	262.327	-322.355	174.489	618.168	-193.919	279.076	555.744	-231.872	236.902	3.107	-192.186	248.044	58.234	-229.677	212.228	535.329	36.210	276.576	472.694	29.339	308.534	92.505	45.550	262.464	154.915	35.347	296.469	412.885	136.399	290.930	468.622	127.813	302.664	456.009	215.108	278.834	521.669	117.072	284.585	543.587	183.698	278.076	222.777	135.315	293.567	158.271	131.484	302.087	168.696	216.454	268.038	101.873	115.238	274.264	72.111	180.219	260.576
1161	11.60000	385.378	-135.370	828.531	378.845	-237.137	808.136	215.445	-222.840	805.310	231.010	-117.345	830.816	297.711	-289.661	654.704	304.429	-170.098	602.571	511.828	-234.515	596.318	99.765	-231.403	582.311	562.627	-239.742	535.274	46.865	-239.066	510.328	356.443	-324.984	166.769	262.343	-322.388	174.436	618.148	-193.895	279.071	555.767	-231.835	236.882	3.100	-192.173	248.076	58.253	-229.654	212.249	535.375	36.208	276.662	472.694	29.372	308.585	92.563	45.569	262.548	154.945	35.344	296.518	412.857	136.411	290.945	468.592	127.816	302.725	455.878	215.098	278.844	521.665	117.106	284.568	543.523	183.724	278.012	222.911	135.298	293.642	158.281	131.458	302.226	168.701	216.501	268.144	101.885	115.272	274.283	71.995	180.131	260.904
1162	11.61000	385.327	-135.372	828.550	378.819	-237.164	808.114	215.390	-222.915	805.283	230.936	-117.392	830.829	297.696	-289.687	654.712	304.336	-170.152	602.640	511.845	-234.530	596.333	99.784	-231.465	582.298	562.645	-239.762	535.305	46.825	-239.127	510.330	356.448	-324.997	166.743	262.370	-322.414	174.433	618.190	-193.922	279.141	555.785	-231.810	236.916	3.117	-192.109	248.044	58.252	-229.648	212.254	535.346	36.229	276.682	472.712	29.352	308.671	92.587	45.568	262.624	154.946	35.339	296.600	412.802	136.375	290.998	468.598	127.827	302.735	455.766	215.085	278.976	521.616	117.127	284.582	543.446	183.738	277.952	222.926	135.285	293.781	158.361	131.443	302.370	168.674	216.499	268.356	101.910	115.239	274.448	71.960	180.133	261.147
1163	11.62000	385.277	-135.410	828.596	378.799	-237.187	808.120	215.388	-222.971	805.260	230.881	-117.469	830.848	297.700	-289.723	654.721	304.426	-170.254	602.689	511.831	-234.532	596.365	99.725	-231.517	582.310	562.639	-239.760	535.313	46.832	-239.156	510.318	356.448	-325.036	166.758	262.388	-322.433	174.426	618.256	-193.945	279.207	555.785	-231.835	236.948	3.122	-192.116	248.103	58.254	-229.600	212.194	535.347	36.209	276.743	472.707	29.365	308.713	92.620	45.596	262.647	155.021	35.332	296.609	412.756	136.370	291.079	468.612	127.775	302.834	455.780	215.082	279.046	521.634	117.160	284.582	543.372	183.772	277.865	223.036	135.280	293.858	158.381	131.418	302.520	168.767	216.476	268.652	101.976	115.277	274.531	72.075	180.230	261.273
1164	11.63000	385.186	-135.429	828.659	378.776	-237.235	808.117	215.370	-223.061	805.259	230.801	-117.569	830.869	297.687	-289.761	654.723	304.372	-170.398	602.625	511.796	-234.556	596.373	99.732	-231.536	582.303	562.611	-239.766	535.331	46.826	-239.192	510.338	356.487	-325.031	166.711	262.406	-322.470	174.425	618.253	-193.899	279.198	555.803	-231.816	236.977	3.142	-192.090	248.069	58.271	-229.581	212.226	535.330	36.232	276.759	472.667	29.379	308.734	92.636	45.601	262.733	155.037	35.320	296.715	412.726	136.352	291.159	468.552	127.764	302.937	455.713	215.078	279.276	521.600	117.161	284.603	543.347	183.757	277.905	223.056	135.245	294.037	158.415	131.360	302.699	168.840	216.508	268.847	101.989	115.270	274.651	72.143	180.233	261.481
1165	11.64000	385.146	-135.479	828.693	378.754	-237.268	808.153	215.336	-223.158	805.272	230.744	-117.676	830.885	297.692	-289.765	654.721	304.429	-170.475	602.721	511.811	-234.587	596.397	99.730	-231.553	582.303	562.602	-239.786	535.337	46.820	-239.208	510.292	356.492	-325.049	166.726	262.397	-322.480	174.402	618.242	-193.895	279.224	555.823	-231.813	236.983	3.126	-192.099	248.118	58.292	-229.566	212.223	535.312	36.231	276.753	472.685	29.344	308.770	92.681	45.596	262.787	155.050	35.296	296.772	412.693	136.334	291.244	468.570	127.753	303.001	455.609	215.064	279.306	521.595	117.105	284.663	543.371	183.753	278.046	223.117	135.249	294.153	158.441	131.371	302.848	168.910	216.511	269.097	102.046	115.288	274.821	72.189	180.267	261.602
1166	11.65000	385.070	-135.523	828.726	378.726	-237.328	808.160	215.303	-223.279	805.256	230.671	-117.797	830.906	297.697	-289.798	654.732	304.459	-170.590	602.718	511.780	-234.624	596.422	99.691	-231.579	582.321	562.618	-239.817	535.359	46.824	-239.210	510.319	356.506	-325.066	166.707	262.451	-322.503	174.392	618.253	-193.925	279.250	555.846	-231.847	236.999	3.143	-192.091	248.103	58.289	-229.558	212.246	535.311	36.218	276.824	472.643	29.326	308.807	92.692	45.593	262.883	155.055	35.263	296.894	412.689	136.300	291.275	468.553	127.719	303.027	455.678	215.058	279.461	521.611	117.069	284.765	543.382	183.739	278.207	222.943	135.189	294.478	158.428	131.301	303.065	168.893	216.448	269.361	102.099	115.274	274.919	72.251	180.246	261.802
1167	11.66000	385.055	-135.626	828.790	378.692	-237.390	808.176	215.272	-223.370	805.247	230.604	-117.914	830.930	297.637	-289.853	654.739	304.458	-170.707	602.725	511.815	-234.615	596.424	99.698	-231.608	582.332	562.590	-239.854	535.378	46.777	-239.225	510.327	356.557	-325.074	166.664	262.486	-322.530	174.374	618.239	-193.919	279.280	555.834	-231.858	237.017	3.160	-192.090	248.133	58.326	-229.562	212.249	535.287	36.207	276.830	472.603	29.296	308.818	92.755	45.619	262.917	155.090	35.232	297.002	412.689	136.333	291.233	468.581	127.694	303.059	455.691	215.059	279.452	521.635	117.060	284.821	543.381	183.691	278.409	223.013	135.207	294.536	158.471	131.274	303.225	168.933	216.466	269.433	102.171	115.275	275.111	72.372	180.339	261.930
1168	11.67000	384.989	-135.698	828.833	378.679	-237.471	808.183	215.234	-223.487	805.251	230.565	-118.036	830.942	297.652	-289.893	654.739	304.439	-170.845	602.762	511.737	-234.644	596.455	99.673	-231.609	582.334	562.596	-239.876	535.383	46.820	-239.208	510.292	356.590	-325.120	166.679	262.529	-322.562	174.366	618.214	-193.981	279.327	555.831	-231.917	237.075	3.153	-192.076	248.165	58.324	-229.558	212.261	535.337	36.145	276.913	472.621	29.278	308.812	92.772	45.570	263.038	155.136	35.215	297.074	412.748	136.316	291.259	468.655	127.663	303.167	455.827	215.015	279.587	521.678	117.030	284.875	543.435	183.689	278.461	223.024	135.148	294.621	158.534	131.218	303.345	168.954	216.445	269.639	102.241	115.259	275.247	72.455	180.325	262.086
1169	11.68000	384.968	-135.793	828.880	378.650	-237.557	808.189	215.217	-223.576	805.210	230.525	-118.137	830.990	297.608	-289.932	654.742	304.451	-170.984	602.772	511.787	-234.675	596.481	99.662	-231.656	582.325	562.585	-239.890	535.411	46.762	-239.227	510.323	356.632	-325.129	166.637	262.555	-322.597	174.365	618.200	-193.968	279.265	555.815	-231.937	237.040	3.191	-192.042	248.116	58.336	-229.517	212.241	535.371	36.125	276.941	472.629	29.287	308.815	92.828	45.592	263.092	155.170	35.159	297.177	412.823	136.305	291.242	468.704	127.626	303.214	455.892	215.000	279.605	521.795	116.954	285.039	543.488	183.645	278.533	223.072	135.148	294.689	158.620	131.233	303.391	169.005	216.413	269.732	102.292	115.259	275.348	72.583	180.363	262.267
1170	11.69000	384.876	-135.867	828.887	378.620	-237.649	808.171	215.200	-223.683	805.207	230.507	-118.245	831.041	297.620	-289.983	654.735	304.444	-171.136	602.770	511.752	-234.722	596.500	99.659	-231.685	582.319	562.580	-239.909	535.434	46.721	-239.272	510.319	356.652	-325.136	166.628	262.579	-322.620	174.345	618.196	-194.063	279.349	555.811	-231.925	237.063	3.196	-192.043	248.129	58.337	-229.514	212.236	535.423	36.084	277.020	472.674	29.243	308.854	92.886	45.578	263.154	155.233	35.164	297.247	412.834	136.332	291.231	468.713	127.669	303.206	455.941	214.989	279.611	521.760	116.993	284.909	543.601	183.630	278.462	223.172	135.082	294.729	158.654	131.177	303.519	169.097	216.430	269.835	102.357	115.255	275.456	72.689	180.395	262.451
1171	11.70000	384.867	-136.024	828.948	378.564	-237.769	808.171	215.132	-223.782	805.205	230.465	-118.330	831.065	297.605	-290.023	654.729	304.436	-171.325	602.822	511.793	-234.767	596.495	99.638	-231.720	582.329	562.577	-239.956	535.466	46.736	-239.287	510.338	356.690	-325.157	166.627	262.630	-322.620	174.319	618.231	-194.101	279.331	555.777	-231.949	237.070	3.198	-192.001	248.100	58.350	-229.523	212.260	535.448	36.095	276.997	472.709	29.233	308.891	92.939	45.591	263.188	155.270	35.140	297.306	412.906	136.287	291.264	468.788	127.673	303.213	455.963	214.959	279.578	521.826	117.024	284.894	543.655	183.592	278.396	223.256	135.017	294.933	158.763	131.137	303.640	169.198	216.356	270.132	102.378	115.207	275.581	72.802	180.427	262.619
1172	11.71000	384.814	-136.119	828.996	378.549	-237.888	808.172	215.147	-223.859	805.160	230.375	-118.463	831.134	297.587	-290.064	654.715	304.526	-171.457	602.835	511.747	-234.822	596.532	99.636	-231.767	582.346	562.579	-239.984	535.469	46.732	-239.335	510.313	356.701	-325.171	166.624	262.626	-322.644	174.345	618.202	-194.156	279.369	555.778	-232.014	237.111	3.216	-191.993	248.085	58.374	-229.525	212.234	535.498	36.031	277.033	472.773	29.214	308.892	92.969	45.559	263.248	155.287	35.110	297.388	412.970	136.274	291.194	468.851	127.594	303.266	455.988	214.913	279.550	521.883	116.906	284.976	543.683	183.579	278.250	223.340	134.991	295.124	158.772	131.084	303.720	169.313	216.369	270.339	102.451	115.211	275.636	72.928	180.468	262.720
1173	11.72000	384.812	-136.277	829.052	378.506	-238.007	808.166	215.078	-223.968	805.156	230.369	-118.539	831.157	297.560	-290.133	654.702	304.519	-171.651	602.859	511.731	-234.893	596.549	99.626	-231.787	582.318	562.576	-240.058	535.527	46.736	-239.351	510.303	356.722	-325.171	166.628	262.663	-322.657	174.324	618.263	-194.204	279.450	555.788	-232.033	237.119	3.215	-192.000	248.130	58.380	-229.506	212.218	535.568	35.992	277.075	472.836	29.184	308.925	93.045	45.568	263.270	155.319	35.090	297.460	412.980	136.224	291.212	468.884	127.587	303.243	455.994	214.881	279.497	521.940	116.864	285.001	543.704	183.542	278.144	223.392	134.945	295.316	158.816	131.058	303.830	169.343	216.388	270.497	102.511	115.210	275.675	73.095	180.544	262.833
1174	11.73000	384.754	-136.383	829.078	378.480	-238.127	808.194	215.039	-224.079	805.145	230.341	-118.659	831.189	297.543	-290.194	654.709	304.551	-171.740	602.894	511.730	-234.965	596.561	99.616	-231.849	582.314	562.576	-240.118	535.522	46.717	-239.375	510.298	356.756	-325.171	166.602	262.681	-322.665	174.319	618.214	-194.177	279.341	555.810	-232.097	237.160	3.271	-191.915	248.002	58.372	-229.471	212.201	535.602	35.971	277.084	472.889	29.164	308.961	93.106	45.556	263.277	155.379	35.065	297.464	413.023	136.190	291.171	468.869	127.613	303.150	456.000	214.849	279.447	521.943	116.960	284.841	543.719	183.497	278.137	223.524	134.949	295.395	158.841	131.015	303.927	169.394	216.390	270.639	102.571	115.216	275.783	73.225	180.600	263.009
1175	11.74000	384.749	-136.549	829.151	378.442	-238.256	808.181	215.022	-224.156	805.108	230.305	-118.778	831.230	297.571	-290.264	654.695	304.603	-171.866	602.930	511.705	-235.032	596.567	99.614	-231.882	582.304	562.574	-240.220	535.527	46.715	-239.386	510.268	356.783	-325.207	166.596	262.721	-322.668	174.310	618.291	-194.250	279.450	555.864	-232.075	237.155	3.238	-191.931	248.067	58.372	-229.471	212.202	535.601	35.927	277.042	472.879	29.139	308.933	93.129	45.550	263.332	155.453	35.042	297.540	413.067	136.128	291.137	468.934	127.536	303.166	456.016	214.795	279.412	521.940	116.822	284.959	543.775	183.465	278.168	223.556	134.904	295.526	158.884	130.999	303.992	169.419	216.408	270.788	102.638	115.224	275.839	73.413	180.690	263.143
1176	11.75000	384.738	-136.698	829.231	378.405	-238.394	808.191	215.011	-224.251	805.087	230.289	-118.880	831.250	297.549	-290.305	654.661	304.578	-172.003	602.932	511.714	-235.113	596.580	99.608	-231.934	582.315	562.551	-240.306	535.552	46.707	-239.423	510.254	356.800	-325.222	166.591	262.745	-322.698	174.351	618.331	-194.307	279.492	555.921	-232.126	237.173	3.260	-191.925	248.065	58.401	-229.456	212.166	535.657	35.884	277.081	472.917	29.097	308.930	93.191	45.544	263.335	155.455	35.031	297.554	413.087	136.068	291.121	468.953	127.488	303.206	456.077	214.762	279.393	522.048	116.752	285.052	543.883	183.381	278.249	223.570	134.872	295.597	159.007	130.988	304.092	169.465	216.419	270.926	102.685	115.250	275.989	73.524	180.710	263.409
