NO_OF_FRAMES	992
NO_OF_CAMERAS	6
NO_OF_MARKERS	30
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-10, 12:08:38.998	4128556.66160880
DATA_INCLUDED	3D
MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z	
562	5.61000	383.008	-141.904	833.316	372.856	-242.165	807.709	210.222	-222.285	806.113	229.248	-118.793	837.153	294.956	-283.843	654.464	300.932	-161.898	603.114	507.656	-235.009	596.916	99.350	-230.516	584.497	558.830	-248.960	537.534	45.300	-248.072	515.810	354.383	-321.896	167.660	260.475	-318.556	175.149	609.207	-232.098	273.438	540.388	-265.495	236.277	4.815	-226.699	246.000	65.109	-261.855	213.770	544.832	4.750	275.274	481.446	-2.123	304.415	81.014	17.108	257.625	145.102	7.812	288.321	398.115	80.378	269.999	473.034	93.898	299.950	456.351	182.684	280.812	525.589	89.869	283.379	539.960	157.795	285.090	227.004	92.996	259.951	150.549	101.433	283.270	153.144	190.696	271.584	92.745	87.081	266.608	63.481	151.077	274.053
563	5.62000	383.039	-141.921	833.339	372.893	-242.133	807.718	210.262	-222.254	806.125	229.276	-118.764	837.135	294.947	-283.845	654.477	301.100	-161.932	603.031	507.673	-235.002	596.917	99.362	-230.486	584.506	558.848	-248.960	537.560	45.308	-248.079	515.852	354.390	-321.869	167.643	260.474	-318.529	175.140	609.309	-232.213	273.510	540.422	-265.517	236.274	4.760	-226.718	246.061	65.086	-261.856	213.793	544.835	4.702	275.217	481.453	-2.156	304.375	80.957	17.100	257.694	145.048	7.828	288.353	398.144	80.306	269.946	473.055	93.858	299.890	456.359	182.654	280.727	525.564	89.875	283.305	539.967	157.747	285.058	227.067	93.003	260.027	150.421	101.429	283.410	153.124	190.700	271.580	92.786	87.090	266.601	63.482	151.091	274.076
564	5.63000	383.060	-141.886	833.311	372.913	-242.126	807.714	210.256	-222.241	806.106	229.280	-118.748	837.148	294.978	-283.818	654.457	301.007	-161.854	603.009	507.682	-234.995	596.915	99.390	-230.472	584.535	558.839	-248.976	537.553	45.324	-248.060	515.864	354.390	-321.866	167.676	260.468	-318.536	175.164	609.329	-232.218	273.497	540.451	-265.563	236.312	4.743	-226.673	246.038	65.040	-261.799	213.791	544.874	4.653	275.203	481.496	-2.210	304.350	80.957	17.109	257.699	145.012	7.841	288.394	398.135	80.264	269.911	473.040	93.822	299.863	456.336	182.617	280.668	525.552	89.847	283.245	539.978	157.704	285.017	227.072	93.001	260.062	150.450	101.467	283.404	153.157	190.720	271.606	92.785	87.122	266.613	63.463	151.079	274.134
565	5.64000	383.081	-141.847	833.329	372.938	-242.098	807.716	210.267	-222.219	806.101	229.306	-118.730	837.142	294.964	-283.806	654.476	301.058	-161.884	602.991	507.698	-234.986	596.887	99.412	-230.437	584.543	558.871	-248.970	537.531	45.335	-248.033	515.873	354.375	-321.820	167.667	260.460	-318.492	175.170	609.317	-232.231	273.490	540.465	-265.627	236.318	4.729	-226.657	246.067	65.018	-261.793	213.812	544.891	4.613	275.190	481.455	-2.210	304.314	80.916	17.136	257.723	145.012	7.848	288.384	398.170	80.226	269.870	473.084	93.766	299.813	456.321	182.565	280.628	525.539	89.811	283.223	539.989	157.661	284.999	227.039	93.003	260.113	150.434	101.470	283.412	153.152	190.723	271.634	92.779	87.174	266.565	63.515	151.145	274.091
566	5.65000	383.090	-141.843	833.315	372.960	-242.082	807.697	210.295	-222.196	806.097	229.340	-118.694	837.138	295.034	-283.768	654.442	301.095	-161.856	603.035	507.713	-234.986	596.895	99.416	-230.412	584.564	558.866	-248.946	537.535	45.334	-248.007	515.926	354.370	-321.796	167.673	260.450	-318.470	175.194	609.353	-232.266	273.477	540.527	-265.667	236.278	4.690	-226.626	246.092	64.996	-261.790	213.831	544.867	4.588	275.098	481.506	-2.220	304.280	80.903	17.136	257.731	145.031	7.885	288.395	398.177	80.207	269.880	473.087	93.756	299.801	456.401	182.496	280.692	525.593	89.771	283.192	539.961	157.646	284.908	226.982	93.071	260.077	150.434	101.476	283.431	153.136	190.743	271.625	92.763	87.162	266.616	63.467	151.145	274.152
567	5.66000	383.102	-141.813	833.304	372.979	-242.069	807.721	210.278	-222.173	806.115	229.337	-118.685	837.138	295.050	-283.728	654.431	301.059	-161.839	603.113	507.720	-234.959	596.895	99.426	-230.394	584.584	558.891	-248.977	537.539	45.360	-247.968	515.906	354.360	-321.782	167.676	260.454	-318.439	175.163	609.313	-232.264	273.441	540.526	-265.690	236.310	4.674	-226.606	246.123	64.973	-261.727	213.811	544.851	4.601	275.024	481.519	-2.284	304.282	80.942	17.175	257.715	145.013	7.860	288.393	398.163	80.170	269.889	473.093	93.736	299.767	456.452	182.468	280.696	525.592	89.764	283.152	540.002	157.623	284.854	227.039	93.158	260.021	150.428	101.486	283.435	153.105	190.767	271.680	92.796	87.197	266.571	63.482	151.153	274.163
568	5.67000	383.096	-141.774	833.300	372.981	-242.042	807.702	210.310	-222.144	806.116	229.378	-118.652	837.150	295.076	-283.686	654.407	301.162	-161.802	602.972	507.726	-234.959	596.883	99.455	-230.349	584.587	558.892	-248.944	537.502	45.373	-247.924	515.930	354.356	-321.755	167.651	260.470	-318.423	175.128	609.335	-232.317	273.435	540.521	-265.709	236.248	4.659	-226.589	246.144	64.930	-261.727	213.835	544.903	4.553	275.045	481.579	-2.301	304.301	80.927	17.181	257.733	145.072	7.899	288.342	398.168	80.188	269.916	473.137	93.745	299.753	456.407	182.501	280.602	525.637	89.738	283.085	540.001	157.619	284.796	226.987	93.194	259.950	150.453	101.517	283.423	153.069	190.773	271.654	92.826	87.241	266.593	63.494	151.163	274.180
569	5.68000	383.141	-141.767	833.317	372.986	-242.028	807.705	210.333	-222.105	806.102	229.401	-118.607	837.132	295.118	-283.657	654.403	301.197	-161.838	603.019	507.745	-234.956	596.869	99.467	-230.302	584.567	558.928	-248.927	537.517	45.395	-247.851	515.907	354.354	-321.757	167.660	260.438	-318.421	175.174	609.338	-232.298	273.334	540.498	-265.706	236.258	4.654	-226.540	246.139	64.929	-261.717	213.853	544.906	4.573	274.978	481.576	-2.277	304.261	80.952	17.204	257.720	145.064	7.921	288.371	398.190	80.196	269.929	473.179	93.731	299.715	456.418	182.495	280.556	525.646	89.742	283.099	540.048	157.629	284.714	227.010	93.197	259.990	150.434	101.509	283.438	153.074	190.785	271.647	92.824	87.224	266.680	63.470	151.203	274.140
570	5.69000	383.174	-141.755	833.317	373.012	-242.010	807.712	210.334	-222.075	806.104	229.427	-118.580	837.139	295.095	-283.649	654.417	301.136	-161.771	603.049	507.767	-234.929	596.851	99.458	-230.263	584.599	558.922	-248.915	537.495	45.383	-247.840	515.962	354.349	-321.720	167.640	260.449	-318.398	175.138	609.290	-232.305	273.370	540.490	-265.744	236.238	4.669	-226.522	246.142	64.928	-261.702	213.867	544.921	4.570	274.976	481.598	-2.249	304.273	80.959	17.252	257.724	145.072	7.947	288.371	398.203	80.209	269.927	473.194	93.744	299.739	456.463	182.508	280.531	525.705	89.737	282.990	540.120	157.618	284.718	227.047	93.207	260.017	150.496	101.564	283.399	153.094	190.801	271.629	92.820	87.258	266.674	63.563	151.211	274.183
571	5.70000	383.224	-141.727	833.334	373.009	-241.992	807.699	210.376	-222.033	806.123	229.462	-118.559	837.157	295.171	-283.576	654.364	301.186	-161.753	603.047	507.780	-234.914	596.833	99.493	-230.208	584.601	558.931	-248.908	537.459	45.396	-247.777	515.940	354.336	-321.742	167.667	260.458	-318.367	175.136	609.282	-232.301	273.339	540.431	-265.714	236.261	4.652	-226.487	246.149	64.924	-261.685	213.905	544.956	4.578	274.973	481.595	-2.234	304.251	80.989	17.272	257.700	145.076	7.973	288.395	398.220	80.223	269.945	473.226	93.773	299.697	456.514	182.495	280.466	525.783	89.731	282.960	540.179	157.634	284.685	227.066	93.220	259.991	150.505	101.562	283.415	153.145	190.848	271.597	92.868	87.307	266.555	63.542	151.209	274.198
572	5.71000	383.227	-141.683	833.300	373.033	-241.972	807.706	210.389	-221.991	806.120	229.478	-118.522	837.147	295.151	-283.582	654.397	301.182	-161.683	603.025	507.790	-234.920	596.831	99.478	-230.177	584.632	558.942	-248.914	537.452	45.408	-247.707	515.935	354.332	-321.713	167.652	260.426	-318.368	175.159	609.256	-232.259	273.274	540.399	-265.674	236.222	4.690	-226.425	246.153	64.928	-261.651	213.912	544.982	4.577	274.976	481.633	-2.239	304.270	81.024	17.304	257.669	145.088	8.016	288.433	398.313	80.280	269.886	473.252	93.797	299.704	456.551	182.533	280.481	525.739	89.773	283.002	540.188	157.659	284.711	227.141	93.214	260.014	150.539	101.591	283.402	153.207	190.843	271.602	92.911	87.354	266.512	63.606	151.312	274.063
573	5.72000	383.276	-141.687	833.281	373.076	-241.931	807.698	210.412	-221.956	806.111	229.538	-118.477	837.164	295.159	-283.543	654.400	301.216	-161.690	603.002	507.802	-234.902	596.817	99.512	-230.123	584.608	558.943	-248.902	537.429	45.392	-247.699	515.992	354.315	-321.695	167.660	260.415	-318.360	175.149	609.281	-232.301	273.340	540.379	-265.681	236.211	4.707	-226.379	246.157	64.938	-261.593	213.917	544.962	4.614	274.973	481.626	-2.207	304.234	81.042	17.322	257.692	145.129	8.031	288.408	398.347	80.338	269.820	473.266	93.827	299.711	456.628	182.545	280.468	525.755	89.771	283.072	540.257	157.663	284.772	227.165	93.225	260.116	150.595	101.628	283.384	153.237	190.880	271.561	92.948	87.345	266.568	63.636	151.277	274.106
574	5.73000	383.360	-141.675	833.320	373.086	-241.897	807.680	210.423	-221.926	806.147	229.556	-118.456	837.152	295.190	-283.483	654.390	301.242	-161.653	603.023	507.805	-234.896	596.816	99.519	-230.083	584.594	558.957	-248.924	537.404	45.433	-247.620	515.944	354.317	-321.681	167.672	260.412	-318.337	175.138	609.204	-232.233	273.247	540.371	-265.639	236.167	4.707	-226.324	246.150	64.949	-261.580	213.874	544.967	4.620	275.010	481.641	-2.179	304.249	81.123	17.361	257.641	145.199	8.070	288.397	398.354	80.423	269.702	473.289	93.825	299.691	456.654	182.569	280.483	525.806	89.761	283.146	540.274	157.680	284.824	227.237	93.194	260.158	150.637	101.658	283.377	153.313	190.909	271.524	93.003	87.340	266.554	63.709	151.294	274.100
575	5.74000	383.343	-141.640	833.282	373.109	-241.870	807.676	210.447	-221.885	806.157	229.591	-118.412	837.146	295.181	-283.487	654.411	301.273	-161.653	602.982	507.813	-234.893	596.801	99.530	-230.051	584.628	558.930	-248.934	537.364	45.409	-247.614	515.993	354.299	-321.669	167.647	260.416	-318.332	175.157	609.229	-232.232	273.235	540.313	-265.620	236.174	4.691	-226.280	246.181	64.943	-261.551	213.932	544.968	4.638	275.052	481.602	-2.144	304.225	81.168	17.404	257.649	145.251	8.082	288.374	398.397	80.498	269.647	473.284	93.843	299.746	456.696	182.621	280.490	525.784	89.822	283.196	540.318	157.692	284.902	227.331	93.215	260.097	150.714	101.676	283.342	153.357	190.908	271.550	93.091	87.375	266.547	63.788	151.323	274.118
576	5.75000	383.370	-141.615	833.282	373.127	-241.862	807.671	210.475	-221.835	806.144	229.603	-118.389	837.166	295.156	-283.475	654.433	301.262	-161.616	602.995	507.818	-234.889	596.783	99.541	-230.014	584.631	558.939	-248.947	537.354	45.434	-247.567	515.961	354.306	-321.671	167.672	260.392	-318.314	175.165	609.157	-232.198	273.205	540.282	-265.574	236.141	4.702	-226.233	246.182	64.948	-261.522	213.934	544.957	4.658	275.083	481.565	-2.132	304.196	81.240	17.406	257.650	145.355	8.102	288.357	398.432	80.577	269.580	473.253	93.893	299.750	456.717	182.700	280.572	525.802	89.832	283.261	540.345	157.678	285.074	227.426	93.206	260.069	150.795	101.695	283.328	153.459	190.903	271.558	93.201	87.409	266.545	63.876	151.355	274.127
577	5.76000	383.408	-141.575	833.286	373.154	-241.821	807.677	210.511	-221.786	806.164	229.656	-118.323	837.144	295.161	-283.457	654.444	301.277	-161.569	602.990	507.832	-234.876	596.762	99.533	-229.975	584.643	558.942	-248.920	537.352	45.462	-247.524	515.964	354.280	-321.655	167.688	260.374	-318.295	175.142	609.185	-232.208	273.163	540.271	-265.561	236.127	4.719	-226.179	246.157	64.942	-261.487	213.904	544.948	4.689	275.138	481.551	-2.091	304.216	81.304	17.408	257.658	145.432	8.125	288.326	398.467	80.652	269.583	473.237	93.932	299.774	456.745	182.745	280.704	525.806	89.853	283.298	540.309	157.723	285.148	227.503	93.197	260.033	150.888	101.686	283.300	153.597	190.935	271.604	93.313	87.427	266.575	63.967	151.384	274.156
578	5.77000	383.411	-141.562	833.282	373.162	-241.758	807.657	210.557	-221.725	806.147	229.644	-118.325	837.181	295.167	-283.422	654.426	301.225	-161.563	603.033	507.839	-234.878	596.748	99.538	-229.963	584.656	558.964	-248.907	537.315	45.486	-247.485	515.952	354.280	-321.627	167.656	260.370	-318.314	175.187	609.151	-232.187	273.180	540.274	-265.531	236.097	4.747	-226.130	246.167	64.974	-261.446	213.876	544.954	4.703	275.145	481.522	-2.072	304.246	81.378	17.469	257.604	145.500	8.128	288.274	398.421	80.717	269.653	473.244	93.961	299.843	456.804	182.771	280.860	525.815	89.887	283.347	540.308	157.734	285.231	227.557	93.263	259.851	151.007	101.703	283.226	153.710	190.950	271.583	93.418	87.482	266.534	64.061	151.400	274.174
579	5.78000	383.458	-141.526	833.264	373.179	-241.745	807.677	210.546	-221.710	806.173	229.705	-118.237	837.141	295.186	-283.399	654.414	301.336	-161.562	602.979	507.856	-234.859	596.746	99.550	-229.901	584.666	558.950	-248.899	537.286	45.458	-247.464	516.004	354.273	-321.650	167.678	260.371	-318.267	175.139	609.171	-232.178	273.219	540.236	-265.470	236.095	4.757	-226.088	246.171	64.986	-261.434	213.918	544.948	4.738	275.188	481.569	-2.070	304.302	81.460	17.511	257.567	145.598	8.154	288.248	398.402	80.746	269.823	473.221	93.998	299.899	456.789	182.836	280.944	525.819	89.897	283.464	540.252	157.771	285.347	227.784	93.237	259.799	151.073	101.725	283.225	153.846	190.999	271.432	93.522	87.515	266.526	64.183	151.482	274.121
580	5.79000	383.450	-141.450	833.271	373.207	-241.695	807.671	210.600	-221.641	806.152	229.732	-118.196	837.139	295.126	-283.416	654.495	301.291	-161.515	603.046	507.861	-234.841	596.743	99.558	-229.855	584.659	558.957	-248.877	537.290	45.476	-247.403	515.997	354.274	-321.605	167.674	260.358	-318.262	175.172	609.094	-232.083	273.171	540.204	-265.453	236.087	4.780	-226.046	246.179	65.005	-261.409	213.940	544.923	4.761	275.223	481.517	-2.027	304.299	81.537	17.544	257.531	145.629	8.170	288.224	398.377	80.790	269.923	473.225	94.028	299.913	456.761	182.884	281.051	525.765	89.989	283.449	540.198	157.850	285.423	227.623	93.137	259.936	151.145	101.755	283.189	154.001	191.034	271.347	93.592	87.558	266.501	64.245	151.477	274.117
581	5.80000	383.536	-141.435	833.249	373.218	-241.678	807.679	210.552	-221.653	806.225	229.739	-118.147	837.147	295.152	-283.337	654.455	301.316	-161.502	603.023	507.876	-234.833	596.741	99.563	-229.804	584.642	558.959	-248.843	537.267	45.480	-247.339	515.978	354.273	-321.615	167.686	260.354	-318.270	175.189	609.132	-232.088	273.131	540.202	-265.374	236.069	4.797	-226.006	246.166	65.037	-261.357	213.924	544.905	4.814	275.232	481.509	-2.009	304.354	81.589	17.567	257.544	145.751	8.228	288.174	398.366	80.799	270.017	473.211	94.035	300.021	456.723	182.899	281.110	525.771	89.984	283.517	540.144	157.893	285.424	228.031	93.253	259.544	151.233	101.789	283.148	154.027	191.040	271.234	93.682	87.589	266.417	64.339	151.559	274.001
582	5.81000	383.526	-141.383	833.244	373.232	-241.646	807.678	210.598	-221.582	806.213	229.794	-118.096	837.141	295.120	-283.348	654.514	301.382	-161.451	602.999	507.890	-234.803	596.733	99.582	-229.773	584.657	558.979	-248.810	537.248	45.465	-247.306	516.013	354.288	-321.615	167.721	260.362	-318.247	175.179	609.052	-231.984	273.053	540.154	-265.362	236.095	4.833	-225.943	246.162	65.054	-261.302	213.987	544.858	4.845	275.205	481.506	-1.940	304.384	81.648	17.591	257.517	145.787	8.241	288.189	398.309	80.781	270.133	473.187	94.076	300.025	456.687	182.913	281.176	525.734	90.017	283.535	540.114	157.920	285.443	228.055	93.215	259.501	151.317	101.822	283.088	154.147	191.074	271.173	93.747	87.620	266.391	64.422	151.543	274.020
583	5.82000	383.526	-141.333	833.223	373.251	-241.612	807.680	210.612	-221.538	806.221	229.771	-118.068	837.150	295.161	-283.283	654.490	301.391	-161.475	603.005	507.889	-234.780	596.723	99.588	-229.728	584.655	558.989	-248.799	537.242	45.446	-247.236	516.021	354.271	-321.562	167.680	260.377	-318.227	175.174	609.035	-231.963	273.043	540.144	-265.314	236.062	4.875	-225.885	246.153	65.075	-261.279	213.992	544.831	4.903	275.253	481.463	-1.951	304.394	81.733	17.601	257.523	145.899	8.276	288.090	398.267	80.796	270.169	473.145	94.103	300.064	456.611	182.935	281.178	525.674	90.064	283.518	540.074	157.962	285.468	228.149	93.273	259.377	151.425	101.871	282.979	154.152	191.095	271.091	93.847	87.632	266.374	64.487	151.564	273.956
584	5.83000	383.563	-141.312	833.225	373.260	-241.568	807.678	210.641	-221.488	806.215	229.839	-117.972	837.116	295.088	-283.305	654.550	301.349	-161.438	602.979	507.887	-234.756	596.706	99.587	-229.666	584.653	558.987	-248.807	537.247	45.465	-247.174	516.012	354.272	-321.560	167.706	260.371	-318.210	175.184	609.025	-231.921	273.033	540.135	-265.266	236.029	4.888	-225.862	246.157	65.079	-261.248	214.005	544.799	4.943	275.280	481.429	-1.881	304.456	81.831	17.658	257.449	145.965	8.299	288.074	398.243	80.774	270.215	473.126	94.140	300.112	456.546	182.955	281.236	525.690	90.098	283.581	540.075	157.973	285.516	228.187	93.298	259.333	151.474	101.865	282.953	154.219	191.110	271.047	93.914	87.629	266.326	64.577	151.594	273.916
585	5.84000	383.594	-141.286	833.239	373.263	-241.534	807.675	210.651	-221.455	806.236	229.856	-117.954	837.128	295.127	-283.244	654.524	301.376	-161.409	602.973	507.912	-234.740	596.709	99.600	-229.632	584.659	558.979	-248.746	537.231	45.482	-247.115	516.018	354.260	-321.561	167.707	260.351	-318.211	175.199	609.072	-231.935	273.092	540.109	-265.247	236.061	4.906	-225.815	246.153	65.085	-261.223	213.996	544.790	4.964	275.298	481.390	-1.861	304.478	81.893	17.675	257.417	146.039	8.303	288.048	398.202	80.794	270.211	473.091	94.142	300.132	456.510	182.999	281.193	525.665	90.085	283.625	540.021	158.042	285.525	228.240	93.305	259.367	151.575	101.902	282.953	154.259	191.125	271.037	94.022	87.667	266.262	64.643	151.616	273.865
586	5.85000	383.595	-141.255	833.202	373.274	-241.500	807.676	210.643	-221.418	806.238	229.851	-117.901	837.126	295.145	-283.183	654.530	301.453	-161.349	602.952	507.906	-234.703	596.682	99.610	-229.585	584.653	559.000	-248.738	537.237	45.473	-247.073	516.025	354.261	-321.548	167.700	260.360	-318.190	175.206	609.042	-231.889	273.094	540.108	-265.213	236.046	4.906	-225.792	246.169	65.119	-261.223	214.018	544.771	4.984	275.299	481.386	-1.844	304.488	81.985	17.697	257.396	146.101	8.306	288.006	398.178	80.830	270.186	473.067	94.188	300.131	456.451	183.038	281.231	525.641	90.123	283.639	540.009	158.050	285.553	228.382	93.314	259.374	151.680	101.907	282.895	154.389	191.128	271.106	94.131	87.722	266.176	64.741	151.619	273.836
587	5.86000	383.643	-141.246	833.223	373.293	-241.454	807.683	210.662	-221.367	806.218	229.888	-117.864	837.138	295.095	-283.161	654.556	301.414	-161.370	602.970	507.935	-234.675	596.701	99.618	-229.549	584.640	558.990	-248.709	537.223	45.484	-247.024	516.011	354.267	-321.547	167.732	260.365	-318.190	175.198	608.993	-231.814	272.995	540.086	-265.209	236.052	4.937	-225.744	246.125	65.104	-261.204	214.012	544.771	4.997	275.330	481.393	-1.833	304.513	82.062	17.724	257.341	146.197	8.323	287.989	398.178	80.832	270.195	473.030	94.215	300.132	456.411	183.060	281.250	525.637	90.153	283.634	540.010	158.063	285.573	228.452	93.298	259.436	151.751	101.897	282.917	154.460	191.102	271.093	94.229	87.720	266.116	64.862	151.685	273.736
588	5.87000	383.643	-141.198	833.230	373.300	-241.420	807.657	210.672	-221.318	806.223	229.878	-117.813	837.125	295.152	-283.113	654.549	301.466	-161.373	602.958	507.929	-234.668	596.714	99.621	-229.510	584.655	559.010	-248.698	537.207	45.486	-246.985	516.009	354.262	-321.517	167.697	260.346	-318.185	175.201	609.026	-231.829	273.023	540.096	-265.160	236.024	4.935	-225.733	246.148	65.104	-261.199	214.016	544.761	5.023	275.317	481.377	-1.803	304.522	82.119	17.741	257.289	146.233	8.326	287.982	398.133	80.847	270.186	473.047	94.217	300.164	456.390	183.049	281.302	525.629	90.176	283.625	539.988	158.089	285.562	228.566	93.298	259.481	151.876	101.910	282.905	154.622	191.143	271.107	94.338	87.727	266.153	64.819	151.551	273.810
589	5.88000	383.649	-141.164	833.221	373.311	-241.392	807.664	210.702	-221.258	806.215	229.906	-117.784	837.162	295.112	-283.088	654.581	301.456	-161.293	602.991	507.943	-234.627	596.686	99.630	-229.467	584.663	559.001	-248.665	537.242	45.487	-246.970	516.021	354.250	-321.536	167.719	260.336	-318.172	175.177	608.995	-231.818	273.010	540.094	-265.120	236.014	4.949	-225.688	246.119	65.108	-261.174	214.023	544.729	5.070	275.291	481.378	-1.768	304.512	82.239	17.770	257.240	146.293	8.319	287.944	398.142	80.903	270.210	473.058	94.229	300.190	456.390	183.055	281.280	525.664	90.188	283.602	539.993	158.127	285.533	228.649	93.225	259.510	152.005	101.907	282.878	154.694	191.076	271.105	94.386	87.692	266.146	64.891	151.539	273.775
590	5.89000	383.668	-141.109	833.253	373.334	-241.347	807.675	210.708	-221.220	806.220	229.928	-117.732	837.159	295.114	-283.036	654.589	301.510	-161.266	602.946	507.949	-234.581	596.698	99.649	-229.447	584.651	559.040	-248.604	537.217	45.495	-246.934	516.014	354.259	-321.503	167.706	260.342	-318.161	175.175	609.010	-231.811	273.030	540.081	-265.130	236.038	4.952	-225.695	246.159	65.120	-261.177	214.051	544.766	5.071	275.261	481.414	-1.753	304.506	82.265	17.747	257.267	146.327	8.319	287.936	398.152	80.887	270.297	473.092	94.280	300.163	456.395	183.083	281.259	525.619	90.237	283.547	539.999	158.138	285.494	228.772	93.182	259.529	152.059	101.904	282.803	154.815	191.097	271.010	94.477	87.718	266.106	65.363	151.838	273.274
591	5.90000	383.680	-141.059	833.209	373.332	-241.306	807.687	210.709	-221.175	806.241	229.954	-117.673	837.136	295.093	-283.006	654.622	301.425	-161.220	603.008	507.952	-234.565	596.696	99.655	-229.408	584.644	559.025	-248.581	537.229	45.495	-246.921	516.056	354.258	-321.519	167.708	260.332	-318.170	175.186	608.981	-231.763	272.952	540.093	-265.109	236.031	4.969	-225.662	246.147	65.128	-261.154	214.033	544.787	5.095	275.233	481.430	-1.712	304.501	82.327	17.760	257.225	146.430	8.303	287.895	398.120	80.959	270.317	473.096	94.285	300.170	456.412	183.146	281.125	525.668	90.237	283.532	540.011	158.172	285.405	228.878	93.140	259.460	152.161	101.880	282.779	154.946	191.101	270.918	94.560	87.718	266.073	65.422	151.814	273.222
592	5.91000	383.657	-141.015	833.172	373.345	-241.263	807.676	210.726	-221.134	806.234	229.953	-117.634	837.147	295.073	-282.995	654.658	301.491	-161.203	602.953	507.990	-234.507	596.677	99.653	-229.399	584.653	559.026	-248.547	537.219	45.529	-246.862	516.031	354.257	-321.488	167.687	260.341	-318.150	175.171	608.991	-231.745	272.946	540.060	-265.092	236.023	4.968	-225.639	246.141	65.121	-261.173	214.047	544.785	5.103	275.175	481.494	-1.698	304.465	82.372	17.746	257.219	146.450	8.294	287.856	398.208	81.005	270.364	473.131	94.319	300.109	456.442	183.180	281.046	525.630	90.290	283.439	540.045	158.161	285.351	228.925	93.087	259.422	152.217	101.884	282.718	155.066	191.080	270.842	94.613	87.721	266.032	65.579	151.892	273.178
593	5.92000	383.718	-140.963	833.210	373.347	-241.209	807.676	210.738	-221.088	806.237	229.970	-117.591	837.141	295.118	-282.942	654.640	301.476	-161.161	602.996	507.989	-234.471	596.689	99.669	-229.360	584.668	559.051	-248.496	537.222	45.538	-246.852	516.037	354.242	-321.482	167.719	260.355	-318.137	175.179	609.021	-231.781	273.015	540.056	-265.087	236.039	4.964	-225.640	246.154	65.137	-261.147	214.000	544.789	5.119	275.163	481.494	-1.660	304.468	82.449	17.776	257.143	146.467	8.283	287.840	398.239	81.015	270.364	473.155	94.358	300.096	456.514	183.183	281.033	525.708	90.259	283.464	540.086	158.163	285.305	228.952	93.068	259.297	152.317	101.812	282.721	155.183	191.034	270.801	94.692	87.739	265.988	65.665	151.901	273.103
594	5.93000	383.670	-140.908	833.182	373.358	-241.159	807.679	210.762	-221.043	806.215	229.965	-117.542	837.128	295.088	-282.919	654.674	301.452	-161.137	603.010	507.992	-234.431	596.680	99.679	-229.332	584.666	559.040	-248.444	537.207	45.546	-246.841	516.055	354.250	-321.459	167.713	260.347	-318.121	175.171	608.961	-231.700	272.947	540.071	-265.082	236.005	4.983	-225.634	246.162	65.143	-261.171	214.033	544.855	5.096	275.154	481.509	-1.658	304.436	82.522	17.759	257.109	146.552	8.277	287.785	398.214	81.037	270.305	473.180	94.346	300.016	456.553	183.186	280.880	525.665	90.421	283.260	540.149	158.184	285.277	228.957	93.054	259.263	152.369	101.842	282.604	155.294	191.099	270.649	94.731	87.707	265.947	65.675	151.855	273.128
