NO_OF_FRAMES	992
NO_OF_CAMERAS	6
NO_OF_MARKERS	30
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-10, 12:08:38.998	4128556.66160880
DATA_INCLUDED	3D
MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z	
247	2.46000	382.684	-134.716	832.587	372.138	-235.395	809.211	209.709	-214.993	805.992	228.964	-110.956	834.804	294.701	-279.633	656.045	301.413	-161.046	601.601	509.224	-230.081	596.453	98.206	-226.218	583.667	560.402	-245.006	536.882	44.995	-244.947	514.781	354.682	-320.220	167.852	260.811	-316.999	175.413	602.425	-236.691	267.983	530.449	-268.836	235.765	13.892	-232.888	241.034	76.745	-267.087	212.578	536.808	2.629	258.365	490.455	-0.884	312.332	91.700	12.637	243.322	135.877	7.434	300.981	424.791	92.705	338.247	486.866	95.419	309.290	472.201	184.287	300.076	522.829	88.719	266.693	533.989	157.350	249.590	203.344	101.241	325.152	135.484	100.793	296.170	140.350	189.707	283.333	99.302	83.222	249.521	75.503	148.842	232.070
248	2.47000	382.666	-134.797	832.593	372.136	-235.476	809.220	209.712	-215.089	805.990	228.955	-111.034	834.803	294.703	-279.701	656.010	301.522	-161.098	601.607	509.219	-230.171	596.477	98.201	-226.238	583.686	560.388	-245.072	536.891	44.953	-244.947	514.834	354.679	-320.303	167.882	260.801	-317.070	175.388	602.518	-236.636	268.051	530.575	-268.809	235.791	13.747	-232.821	241.112	76.609	-267.010	212.572	537.136	2.656	258.686	490.249	-0.988	312.041	91.368	12.680	243.470	135.908	7.533	300.847	423.706	92.617	336.709	486.733	95.038	309.220	471.569	184.127	299.447	522.998	88.711	266.880	534.991	157.032	250.537	203.705	101.341	324.337	135.606	101.028	295.812	140.526	189.841	282.799	99.054	83.272	249.589	75.142	148.824	232.255
249	2.48000	382.689	-134.902	832.588	372.121	-235.595	809.205	209.689	-215.201	805.996	228.936	-111.142	834.830	294.692	-279.755	655.990	301.444	-161.093	601.625	509.176	-230.271	596.507	98.189	-226.299	583.757	560.367	-245.148	536.945	44.859	-245.000	514.935	354.666	-320.385	167.860	260.779	-317.145	175.385	602.602	-236.572	268.171	530.734	-268.752	235.816	13.590	-232.756	241.243	76.434	-266.904	212.602	537.388	2.740	258.905	490.015	-1.037	311.774	91.097	12.764	243.561	136.093	7.587	300.598	422.803	92.412	335.652	486.232	95.026	308.842	471.069	184.100	298.985	523.125	88.710	267.063	535.130	157.211	250.768	204.099	101.422	323.669	135.862	101.197	295.467	140.756	190.012	282.213	98.831	83.363	249.673	74.764	148.860	232.401
250	2.49000	382.696	-134.997	832.593	372.126	-235.676	809.155	209.706	-215.289	806.001	228.959	-111.234	834.842	294.734	-279.810	655.944	301.478	-161.234	601.582	509.140	-230.358	596.527	98.183	-226.338	583.855	560.324	-245.250	536.995	44.850	-245.018	515.084	354.650	-320.438	167.829	260.766	-317.201	175.368	602.730	-236.550	268.327	530.880	-268.692	235.880	13.390	-232.651	241.374	76.218	-266.805	212.734	537.606	2.791	259.101	489.696	-1.025	311.435	90.835	12.842	243.716	136.168	7.679	300.542	422.022	92.183	334.762	485.863	94.987	308.642	470.459	184.125	298.323	523.046	88.927	267.094	535.277	157.291	251.162	204.579	101.526	322.693	136.150	101.374	295.115	140.881	190.008	281.834	98.640	83.416	249.775	74.499	148.900	232.608
251	2.50000	382.721	-135.151	832.628	372.121	-235.778	809.147	209.709	-215.359	805.974	228.995	-111.326	834.843	294.683	-279.932	655.946	301.459	-161.259	601.631	509.078	-230.458	596.606	98.190	-226.375	583.975	560.269	-245.315	537.065	44.812	-245.021	515.205	354.649	-320.534	167.830	260.747	-317.268	175.388	602.800	-236.444	268.434	531.036	-268.685	235.971	13.215	-232.567	241.623	75.985	-266.724	212.921	537.835	2.841	259.360	489.425	-1.052	311.109	90.581	12.888	243.921	136.277	7.723	300.455	420.943	92.226	333.416	485.059	95.384	308.067	470.063	184.094	298.061	523.124	89.010	267.341	535.507	157.326	251.641	205.070	101.587	321.917	136.135	101.103	295.196	141.181	190.110	281.363	98.490	83.474	249.921	74.327	149.038	232.846
252	2.51000	382.686	-135.229	832.617	372.122	-235.868	809.110	209.699	-215.453	805.969	228.979	-111.432	834.906	294.696	-280.051	655.931	301.430	-161.273	601.654	509.006	-230.564	596.674	98.235	-226.427	584.116	560.213	-245.398	537.151	44.750	-245.040	515.419	354.646	-320.599	167.819	260.749	-317.331	175.350	602.944	-236.398	268.683	531.226	-268.615	236.042	12.998	-232.409	241.857	75.720	-266.642	213.172	538.017	2.895	259.596	489.242	-1.063	310.962	90.335	13.017	244.195	136.371	7.790	300.448	420.605	91.920	332.639	485.022	95.050	307.946	469.616	184.028	297.635	523.273	88.941	267.659	535.588	157.414	252.036	205.588	101.552	321.180	136.733	101.527	294.600	141.572	190.229	280.914	98.394	83.616	249.990	74.170	149.143	233.080
253	2.52000	382.690	-135.315	832.612	372.119	-235.965	809.061	209.705	-215.538	805.996	228.983	-111.529	834.949	294.675	-280.165	655.941	301.407	-161.260	601.682	508.933	-230.676	596.768	98.265	-226.476	584.315	560.149	-245.507	537.301	44.748	-245.049	515.584	354.662	-320.675	167.830	260.750	-317.389	175.364	603.071	-236.336	268.973	531.396	-268.557	236.095	12.785	-232.277	242.160	75.419	-266.475	213.314	538.165	2.938	259.842	489.011	-1.085	310.816	90.069	13.079	244.535	136.559	7.862	300.372	419.936	91.705	331.768	484.312	95.291	307.632	469.256	183.998	297.245	523.304	88.955	267.786	535.686	157.474	252.374	206.121	101.534	320.491	137.062	101.613	294.460	141.840	190.219	280.727	98.241	83.667	250.270	74.075	149.299	233.392
254	2.53000	382.680	-135.426	832.621	372.126	-236.076	809.072	209.715	-215.621	806.006	228.984	-111.636	834.978	294.724	-280.241	655.889	301.403	-161.354	601.684	508.831	-230.802	596.887	98.326	-226.508	584.511	560.093	-245.639	537.400	44.718	-245.084	515.874	354.815	-321.329	167.975	260.779	-317.447	175.339	603.119	-236.211	269.111	531.540	-268.499	236.162	12.483	-232.111	242.442	75.063	-266.374	213.476	538.327	2.970	260.161	488.742	-1.103	310.641	89.820	13.207	244.907	136.662	7.908	300.380	419.332	91.654	330.944	483.993	95.192	307.549	468.819	183.963	296.877	523.349	89.049	268.056	535.943	157.382	252.939	206.726	101.480	319.864	137.456	101.800	294.336	142.247	190.311	280.542	98.171	83.819	250.548	74.019	149.459	233.747
255	2.54000	382.696	-135.547	832.649	372.116	-236.176	809.048	209.688	-215.722	806.016	229.017	-111.729	835.031	294.681	-280.343	655.961	301.306	-161.256	601.777	508.778	-230.938	596.995	98.373	-226.575	584.717	560.029	-245.767	537.524	44.729	-245.111	516.060	354.770	-321.362	167.892	260.787	-317.541	175.315	603.273	-236.175	269.307	531.703	-268.466	236.319	12.190	-231.906	242.759	74.704	-266.257	213.667	538.477	3.044	260.563	488.407	-1.123	310.452	89.545	13.331	245.416	136.796	7.939	300.447	418.582	91.475	329.846	483.585	95.183	307.395	468.449	183.906	296.663	523.395	89.105	268.394	535.962	157.520	253.508	207.337	101.359	319.284	137.446	101.404	294.782	142.784	190.367	280.316	98.115	83.971	250.877	73.971	149.585	234.316
256	2.55000	382.705	-135.628	832.670	372.128	-236.256	809.051	209.690	-215.816	806.034	229.009	-111.854	835.076	294.675	-280.410	655.962	301.310	-161.337	601.812	508.715	-231.084	597.094	98.410	-226.631	584.954	559.974	-245.901	537.600	44.657	-245.152	516.328	354.778	-321.480	167.906	260.797	-317.617	175.311	603.360	-236.090	269.484	531.882	-268.379	236.380	11.854	-231.720	243.084	74.312	-266.148	213.914	538.645	3.092	260.976	488.060	-1.200	310.319	89.377	13.436	245.789	136.919	7.968	300.506	417.790	91.242	328.944	483.342	94.884	307.489	467.903	183.859	296.424	523.318	89.230	268.585	536.126	157.515	254.385	207.909	101.248	318.720	138.187	101.913	294.392	143.305	190.297	280.359	98.089	84.138	251.252	74.045	149.843	234.864
257	2.56000	382.702	-135.746	832.704	372.120	-236.370	809.049	209.719	-215.904	806.039	229.028	-111.926	835.121	294.644	-280.543	656.015	301.352	-161.377	601.876	508.655	-231.238	597.191	98.462	-226.680	585.112	559.919	-246.031	537.710	44.606	-245.174	516.589	354.785	-321.553	167.910	260.828	-317.680	175.297	603.526	-236.067	269.682	532.047	-268.365	236.511	11.520	-231.576	243.423	73.876	-265.979	214.162	538.827	3.153	261.411	487.684	-1.301	310.179	89.154	13.606	246.192	137.017	7.998	300.595	416.797	91.039	327.897	482.770	94.799	307.443	467.268	183.765	296.249	523.327	89.284	269.202	536.127	157.665	255.339	208.479	101.090	318.241	138.470	101.814	294.648	143.732	190.323	280.412	98.043	84.307	251.725	73.986	150.071	235.553
258	2.57000	382.686	-135.840	832.719	372.134	-236.470	809.034	209.731	-216.020	806.067	229.007	-112.055	835.134	294.608	-280.620	656.016	301.400	-161.394	601.879	508.607	-231.397	597.255	98.498	-226.719	585.271	559.857	-246.195	537.806	44.617	-245.143	516.734	354.801	-321.618	167.909	260.840	-317.760	175.303	603.581	-235.958	269.801	532.234	-268.297	236.584	11.195	-231.308	243.650	73.459	-265.785	214.339	538.984	3.178	261.943	487.299	-1.437	310.067	88.862	13.750	246.651	137.181	8.036	300.654	416.129	90.428	326.877	482.227	94.670	307.439	466.705	183.557	296.276	523.292	89.356	269.888	536.309	157.665	256.498	208.958	100.912	317.740	138.761	101.838	294.785	144.230	190.436	280.535	97.966	84.446	252.265	73.973	150.327	236.307
259	2.58000	382.747	-135.970	832.781	372.151	-236.549	809.028	209.743	-216.123	806.075	228.987	-112.190	835.203	294.608	-280.724	656.040	301.420	-161.431	601.913	508.540	-231.545	597.317	98.542	-226.733	585.422	559.820	-246.336	537.888	44.572	-245.149	517.000	354.807	-321.681	167.905	260.854	-317.821	175.286	603.748	-235.946	270.084	532.395	-268.266	236.634	10.861	-231.116	243.938	73.073	-265.654	214.497	539.155	3.177	262.526	486.992	-1.620	309.948	88.609	13.891	246.970	137.218	8.036	300.731	415.246	90.002	325.917	481.251	94.830	307.256	466.035	183.408	296.403	523.194	89.394	270.363	536.551	157.803	258.000	209.425	100.775	317.347	139.056	102.021	294.873	144.626	190.484	280.731	97.850	84.609	252.632	73.825	150.601	237.099
260	2.59000	382.719	-136.059	832.781	372.172	-236.679	809.043	209.758	-216.236	806.079	229.049	-112.268	835.226	294.626	-280.803	656.019	301.447	-161.516	601.945	508.507	-231.689	597.360	98.580	-226.781	585.574	559.773	-246.482	537.949	44.563	-245.149	517.165	354.917	-321.793	167.992	260.877	-317.885	175.290	603.808	-235.791	270.243	532.579	-268.208	236.648	10.498	-230.928	244.206	72.613	-265.526	214.640	539.271	3.257	263.009	486.613	-1.715	309.767	88.353	14.050	247.346	137.382	8.074	300.684	414.416	89.714	324.974	480.787	94.699	307.386	465.239	183.328	296.387	523.254	89.357	271.284	536.423	157.869	259.242	209.849	100.659	316.836	138.921	101.590	295.508	144.921	190.493	281.073	97.677	84.807	253.166	73.637	150.835	237.971
261	2.60000	382.734	-136.148	832.818	372.187	-236.768	809.034	209.762	-216.353	806.071	229.051	-112.388	835.244	294.627	-280.892	655.995	301.427	-161.611	601.968	508.486	-231.851	597.402	98.613	-226.798	585.703	559.732	-246.626	538.000	44.554	-245.120	517.361	354.920	-321.850	167.989	260.901	-317.937	175.263	603.960	-235.753	270.443	532.762	-268.160	236.659	10.180	-230.731	244.516	72.234	-265.334	214.821	539.407	3.235	263.446	486.254	-1.819	309.633	88.040	14.247	247.653	137.446	8.109	300.654	413.735	89.386	324.168	480.575	94.276	307.688	464.666	183.204	296.466	523.187	89.423	271.791	536.049	158.049	260.187	210.301	100.561	316.212	139.456	101.929	295.349	145.157	190.559	281.341	97.490	85.045	253.652	73.400	151.058	238.831
262	2.61000	382.796	-136.303	832.806	372.196	-236.872	809.005	209.779	-216.465	806.071	229.069	-112.502	835.285	294.644	-280.991	655.982	301.469	-161.690	601.972	508.446	-232.026	597.409	98.659	-226.857	585.822	559.672	-246.761	538.062	44.534	-245.097	517.445	354.863	-321.851	167.910	260.904	-317.993	175.312	604.052	-235.707	270.541	532.910	-268.085	236.676	9.880	-230.511	244.711	71.861	-265.174	215.036	539.473	3.314	263.814	485.883	-1.895	309.463	87.668	14.452	248.047	137.522	8.172	300.556	413.133	89.129	323.503	479.795	94.436	307.611	464.105	183.024	296.679	523.059	89.439	272.376	535.721	158.166	261.127	210.667	100.490	315.641	139.609	101.998	295.383	145.314	190.676	281.496	97.255	85.223	254.065	73.017	151.344	239.735
263	2.62000	382.829	-136.398	832.840	372.231	-236.968	809.010	209.797	-216.575	806.073	229.092	-112.637	835.321	294.679	-281.088	655.942	301.454	-161.699	602.004	508.405	-232.172	597.392	98.701	-226.877	585.924	559.631	-246.890	538.022	44.467	-245.091	517.578	354.866	-321.891	167.901	260.925	-318.042	175.294	604.125	-235.600	270.651	533.066	-268.060	236.621	9.589	-230.332	244.945	71.504	-264.968	215.037	539.458	3.312	264.166	485.609	-2.013	309.408	87.376	14.638	248.339	137.618	8.255	300.426	412.480	88.891	322.892	479.692	94.057	307.816	463.578	182.907	296.868	522.869	89.608	272.782	535.389	158.319	261.823	210.957	100.443	315.009	139.745	102.091	295.458	145.446	190.740	281.669	96.932	85.429	254.565	72.682	151.565	240.545
264	2.63000	382.844	-136.522	832.827	372.241	-237.109	808.969	209.854	-216.653	806.101	229.161	-112.748	835.331	294.713	-281.182	655.892	301.452	-161.761	602.004	508.372	-232.340	597.389	98.703	-226.911	585.979	559.584	-247.023	538.007	44.479	-245.064	517.657	354.874	-321.906	167.883	260.928	-318.082	175.266	604.179	-235.518	270.666	533.182	-268.011	236.643	9.391	-230.123	245.039	71.198	-264.754	215.066	539.451	3.345	264.481	485.348	-2.086	309.304	87.067	14.821	248.595	137.665	8.375	300.301	411.862	88.630	322.280	479.244	93.975	307.828	463.074	182.795	296.896	522.827	89.538	273.254	535.211	158.341	262.419	211.323	100.453	314.421	139.840	102.204	295.428	145.528	190.943	281.679	96.696	85.622	254.959	72.246	151.826	241.373
265	2.64000	382.902	-136.666	832.800	372.303	-237.237	808.956	209.872	-216.759	806.091	229.211	-112.823	835.332	294.694	-281.258	655.861	301.500	-161.737	602.064	508.328	-232.503	597.352	98.726	-226.964	586.044	559.545	-247.190	537.957	44.467	-245.073	517.709	354.865	-321.985	167.874	260.925	-318.132	175.272	604.238	-235.471	270.645	533.306	-267.957	236.593	9.184	-229.924	245.178	70.959	-264.606	215.081	539.484	3.358	264.871	485.135	-2.205	309.327	86.679	14.958	248.929	137.685	8.488	300.219	411.296	88.460	321.824	478.853	93.824	307.946	462.547	182.708	296.903	522.528	89.714	273.322	535.121	158.345	262.887	211.600	100.533	313.586	139.938	102.293	295.432	145.590	191.107	281.666	96.363	85.814	255.259	71.751	151.975	242.055
266	2.65000	382.962	-136.808	832.791	372.323	-237.385	808.936	209.878	-216.873	806.110	229.276	-112.933	835.358	294.752	-281.309	655.777	301.468	-161.772	602.076	508.309	-232.653	597.314	98.736	-227.005	586.083	559.483	-247.308	537.917	44.425	-245.071	517.752	354.856	-322.022	167.836	260.903	-318.167	175.274	604.287	-235.431	270.700	533.382	-267.912	236.549	9.010	-229.740	245.266	70.757	-264.474	215.089	539.481	3.356	265.113	484.833	-2.250	309.245	86.410	15.156	249.151	137.675	8.607	300.134	410.780	88.232	321.068	478.487	93.626	308.057	462.117	182.583	296.881	523.113	88.805	274.324	534.880	158.401	263.388	211.804	100.564	313.020	139.964	102.417	295.391	145.581	191.223	281.627	96.059	85.941	255.616	71.335	152.147	242.628
267	2.66000	383.018	-136.944	832.784	372.350	-237.521	808.889	209.914	-216.951	806.125	229.321	-113.047	835.429	294.731	-281.400	655.741	301.451	-161.805	602.134	508.269	-232.835	597.276	98.725	-227.066	586.088	559.461	-247.470	537.810	44.396	-245.097	517.762	354.780	-322.000	167.773	260.875	-318.201	175.252	604.242	-235.276	270.637	533.415	-267.851	236.526	8.829	-229.600	245.386	70.565	-264.279	215.098	539.434	3.449	265.351	484.613	-2.325	309.208	86.118	15.323	249.356	137.645	8.733	300.063	410.209	88.075	320.488	478.170	93.519	308.045	461.614	182.575	296.717	522.891	88.884	274.780	534.656	158.446	263.848	211.986	100.664	312.457	140.021	102.571	295.352	145.591	191.359	281.572	95.823	86.153	255.831	71.055	152.378	243.055
268	2.67000	383.091	-137.102	832.795	372.367	-237.657	808.856	209.976	-217.041	806.148	229.374	-113.175	835.481	294.735	-281.467	655.712	301.463	-161.789	602.198	508.240	-232.993	597.221	98.724	-227.115	586.082	559.386	-247.616	537.780	44.406	-245.137	517.711	354.754	-322.008	167.770	260.854	-318.240	175.247	604.243	-235.249	270.682	533.468	-267.800	236.494	8.705	-229.484	245.444	70.405	-264.099	215.124	539.439	3.443	265.622	484.297	-2.366	309.054	85.897	15.476	249.511	137.662	8.828	299.977	409.719	87.858	319.837	477.717	93.450	308.002	461.171	182.480	296.661	522.738	88.967	275.015	534.563	158.470	264.230	212.107	100.753	311.893	140.018	102.669	295.335	145.566	191.475	281.530	95.629	86.302	256.035	70.743	152.492	243.499
269	2.68000	383.153	-137.267	832.749	372.406	-237.780	808.822	209.965	-217.147	806.198	229.454	-113.268	835.518	294.767	-281.530	655.667	301.509	-161.825	602.223	508.211	-233.125	597.199	98.719	-227.187	586.127	559.339	-247.770	537.729	44.394	-245.182	517.760	354.695	-321.544	167.710	260.831	-318.250	175.241	604.283	-235.231	270.701	533.481	-267.783	236.479	8.545	-229.400	245.488	70.263	-263.946	215.132	539.451	3.430	265.881	483.992	-2.390	308.899	85.701	15.567	249.734	137.616	8.934	299.944	409.076	87.601	319.217	477.259	93.432	307.933	460.642	182.356	296.622	522.566	89.064	275.224	534.469	158.464	264.761	212.153	100.817	311.582	140.001	102.756	295.313	145.542	191.578	281.487	95.396	86.355	256.270	70.413	152.494	243.921
270	2.69000	383.231	-137.430	832.778	372.414	-237.947	808.773	210.000	-217.229	806.213	229.559	-113.377	835.615	294.739	-281.606	655.625	301.554	-161.809	602.257	508.163	-233.264	597.177	98.720	-227.242	586.132	559.272	-247.896	537.691	44.409	-245.187	517.730	354.685	-321.578	167.729	260.796	-318.270	175.265	604.203	-235.180	270.690	533.495	-267.722	236.395	8.417	-229.307	245.542	70.157	-263.794	215.147	539.441	3.404	266.212	483.723	-2.440	308.752	85.491	15.671	249.949	137.637	8.984	299.893	408.556	87.439	318.597	476.915	93.301	307.800	460.203	182.244	296.580	522.374	89.088	275.460	534.319	158.532	265.363	212.317	100.878	311.093	140.080	102.857	295.290	145.469	191.584	281.527	95.243	86.460	256.447	70.049	152.548	244.325
271	2.70000	383.326	-137.608	832.770	372.446	-238.095	808.755	210.072	-217.317	806.250	229.634	-113.486	835.680	294.667	-281.696	655.625	301.430	-161.815	602.303	508.126	-233.381	597.135	98.707	-227.304	586.171	559.219	-248.012	537.645	44.410	-245.261	517.746	354.640	-321.608	167.711	260.751	-318.289	175.253	604.141	-235.129	270.690	533.441	-267.717	236.378	8.330	-229.216	245.598	70.065	-263.682	215.242	539.442	3.428	266.451	483.492	-2.499	308.702	85.332	15.753	250.171	137.755	9.067	299.784	408.163	87.310	317.741	476.481	93.351	307.624	459.847	182.132	296.586	522.195	89.146	275.668	534.211	158.583	265.736	212.521	100.923	310.672	140.129	102.907	295.235	145.505	191.676	281.473	95.077	86.535	256.714	69.706	152.598	244.770
272	2.71000	383.381	-137.788	832.752	372.460	-238.250	808.726	210.078	-217.382	806.274	229.718	-113.587	835.726	294.593	-281.805	655.679	301.445	-161.896	602.317	508.087	-233.497	597.131	98.695	-227.371	586.198	559.176	-248.123	537.612	44.359	-245.325	517.784	354.609	-321.634	167.712	260.709	-318.291	175.248	604.159	-235.138	270.750	533.441	-267.713	236.381	8.271	-229.132	245.646	69.981	-263.591	215.272	539.414	3.434	266.678	483.272	-2.607	308.532	85.165	15.817	250.417	137.880	9.083	299.695	407.726	87.173	317.092	476.204	93.197	307.625	459.337	182.139	296.309	521.990	89.223	275.895	534.025	158.643	266.205	212.755	100.941	309.988	140.262	102.979	295.188	145.552	191.743	281.382	94.944	86.583	257.021	69.338	152.578	245.382
273	2.72000	383.452	-137.930	832.726	372.443	-238.399	808.700	210.100	-217.448	806.304	229.813	-113.672	835.772	294.526	-281.909	655.699	301.428	-161.922	602.367	507.848	-233.817	597.013	98.684	-227.436	586.243	559.118	-248.208	537.650	44.381	-245.375	517.821	354.554	-321.661	167.697	260.676	-318.295	175.226	604.088	-235.121	270.781	533.405	-267.682	236.400	8.243	-229.041	245.688	69.922	-263.500	215.278	539.409	3.421	266.868	483.080	-2.678	308.429	85.025	15.840	250.657	138.021	9.115	299.615	407.269	86.967	316.565	475.945	93.055	307.523	458.991	182.011	296.216	521.820	89.272	276.083	533.861	158.669	266.685	213.094	101.000	309.318	140.416	102.991	295.092	145.641	191.756	281.292	94.828	86.664	257.286	68.991	152.539	245.964
274	2.73000	383.526	-138.122	832.726	372.460	-238.568	808.649	210.096	-217.533	806.372	229.907	-113.766	835.838	294.491	-281.963	655.682	301.427	-162.000	602.317	507.792	-233.916	597.019	98.668	-227.494	586.299	559.075	-248.305	537.637	44.325	-245.461	517.884	354.522	-321.684	167.716	260.619	-318.308	175.240	604.065	-235.091	270.763	533.396	-267.707	236.397	8.157	-229.015	245.833	69.855	-263.494	215.331	539.361	3.412	267.046	482.907	-2.777	308.355	84.866	15.859	251.020	138.203	9.100	299.546	406.871	86.941	315.732	475.579	92.877	307.387	458.663	181.911	296.017	522.415	88.805	276.930	533.802	158.682	266.971	213.385	100.934	308.610	140.643	102.992	295.000	145.778	191.751	281.131	94.688	86.661	257.643	68.576	152.417	246.688
275	2.74000	383.560	-138.289	832.699	372.448	-238.750	808.598	210.115	-217.612	806.399	230.006	-113.841	835.885	294.445	-282.044	655.677	301.344	-162.093	602.375	507.755	-234.011	597.033	98.674	-227.552	586.334	559.029	-248.389	537.645	44.314	-245.529	517.919	354.474	-321.726	167.717	260.585	-318.307	175.246	604.053	-235.112	270.845	533.374	-267.717	236.389	8.101	-228.957	245.927	69.813	-263.447	215.390	539.393	3.371	267.285	482.700	-2.805	308.270	84.797	15.867	251.293	138.474	9.063	299.405	406.439	86.857	314.995	475.288	92.822	307.316	458.455	181.836	295.861	522.361	88.794	277.117	533.741	158.652	267.245	213.822	100.913	307.744	140.924	103.053	294.823	145.985	191.757	280.793	94.541	86.608	257.981	68.249	152.361	247.216
276	2.75000	383.611	-138.486	832.705	372.435	-238.931	808.570	210.095	-217.703	806.427	230.073	-113.951	835.963	294.349	-282.156	655.717	301.328	-162.119	602.390	507.727	-234.091	597.037	98.633	-227.640	586.387	558.957	-248.463	537.664	44.319	-245.602	517.953	354.428	-321.713	167.699	260.546	-318.291	175.239	603.963	-235.083	270.799	533.344	-267.738	236.393	8.047	-228.908	246.018	69.740	-263.407	215.412	539.392	3.345	267.466	482.491	-2.859	308.181	84.690	15.869	251.646	138.661	9.040	299.365	406.013	86.762	314.139	475.018	92.835	307.109	458.131	181.765	295.526	522.381	88.745	277.389	533.717	158.608	267.522	214.232	100.890	306.949	140.960	102.797	294.985	146.214	191.873	280.382	94.462	86.619	258.220	67.999	152.346	247.719
277	2.76000	383.687	-138.635	832.665	372.441	-239.095	808.528	210.138	-217.768	806.444	230.149	-114.025	835.993	294.295	-282.239	655.725	301.309	-162.135	602.429	507.678	-234.187	597.035	98.645	-227.714	586.423	558.945	-248.553	537.688	44.239	-245.680	518.047	354.404	-321.695	167.678	260.505	-318.289	175.205	603.960	-235.086	270.874	533.365	-267.762	236.422	8.003	-228.815	246.054	69.644	-263.365	215.461	539.364	3.313	267.702	482.323	-2.919	308.130	84.607	15.816	251.962	138.901	8.991	299.276	405.472	86.676	313.213	474.835	92.696	307.113	457.826	181.706	295.261	521.967	88.795	277.283	533.562	158.557	267.845	214.812	100.834	306.012	141.247	102.808	294.802	146.337	191.720	280.287	94.397	86.501	258.613	67.855	152.382	248.068
278	2.77000	383.785	-138.888	832.667	372.445	-239.258	808.483	210.128	-217.860	806.460	230.209	-114.145	836.035	294.292	-282.324	655.681	301.341	-162.230	602.438	507.648	-234.260	597.044	98.627	-227.782	586.456	558.900	-248.648	537.718	44.250	-245.729	518.046	354.350	-321.694	167.668	260.481	-318.267	175.196	603.986	-235.125	270.922	533.417	-267.768	236.444	7.856	-228.817	246.235	69.535	-263.355	215.535	539.369	3.307	267.898	482.183	-2.961	308.083	84.470	15.796	252.189	139.087	8.957	299.163	404.796	86.600	311.816	474.610	92.630	307.055	457.582	181.633	295.060	521.858	88.797	277.382	533.372	158.541	268.103	215.034	100.715	305.466	141.449	102.779	294.689	146.519	191.653	280.085	94.333	86.443	258.877	67.751	152.397	248.463
279	2.78000	383.841	-139.053	832.666	372.443	-239.421	808.449	210.162	-217.973	806.497	230.269	-114.263	836.076	294.338	-282.399	655.618	301.259	-162.315	602.452	507.586	-234.361	597.050	98.617	-227.850	586.466	558.855	-248.712	537.702	44.213	-245.782	518.138	354.332	-321.683	167.682	260.425	-318.244	175.188	603.935	-235.113	270.938	533.458	-267.757	236.456	7.758	-228.744	246.269	69.356	-263.343	215.589	539.385	3.217	268.195	482.076	-3.027	308.071	84.417	15.849	252.397	139.257	8.882	299.108	403.810	86.400	310.213	474.299	92.675	306.826	457.351	181.579	294.737	522.061	88.684	277.770	533.212	158.562	268.394	215.591	100.617	304.512	141.720	102.725	294.497	146.693	191.609	279.922	94.280	86.387	259.132	67.723	152.360	248.923
