MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RASI	LASI	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand																																																																	
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured																																																																	
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RASI X	RASI Y	RASI Z	LASI X	LASI Y	LASI Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z
90	0.89	681.33	-325.554	809.391	673.778	-426.265	786.781	510.406	-411.571	784.649	526.809	-306.65	812.134	597.158	-477.436	656.432	597.729	-368.243	572.359	791.751	-396.593	579.231	410.477	-399.677	576.514	840.495	-372.314	525.649	357.524	-377.252	509.037	659.296	-590.423	170.61	563.772	-592.923	176.828	742.134	-383.833	122.262	459.88	-402.212	146.446	869.897	-258.861	265.802	839.437	-321.117	233.612	352.125	-268.95	255.401	376.559	-321.604	226.922	880.493	-125.933	46.88	810.464	-113.646	45.646	344.189	-113.483	36.956	415.207	-99.435	46.488	769.732	-22.864	14.253	826.22	-34.456	30.418	826.505	53.533	13.876	883.489	-51.689	29.175	917.578	12.571	12.932	466.885	-16.472	13.703	408.109	-21.789	30.247	421.002	62.036	14.071	345.092	-41.462	24.988	318.009	26.71	13.97
91	0.9	681.325	-325.53	809.396	673.785	-426.252	786.794	510.396	-411.558	784.641	526.759	-306.637	812.144	597.148	-477.447	656.415	597.675	-368.207	572.344	791.73	-396.624	579.237	410.464	-399.659	576.517	840.503	-372.325	525.693	357.489	-377.247	509.049	659.289	-590.421	170.585	563.743	-592.94	176.829	742.172	-383.841	122.267	459.928	-402.205	146.397	869.886	-258.89	265.886	839.46	-321.166	233.637	352.073	-268.944	255.443	376.514	-321.614	226.934	880.498	-125.922	46.939	810.417	-113.634	45.677	344.177	-113.519	36.991	415.154	-99.436	46.46	769.741	-22.875	14.272	826.228	-34.441	30.4	826.466	53.531	13.852	883.395	-51.707	29.297	917.583	12.582	12.923	466.788	-16.552	13.857	408.116	-21.772	30.222	421.179	62.107	13.899	345.113	-41.446	24.917	319.073	27.427	12.656
92	0.91	681.318	-325.499	809.391	673.782	-426.221	786.77	510.396	-411.532	784.644	526.769	-306.612	812.148	597.097	-477.441	656.446	597.687	-368.154	572.34	791.705	-396.619	579.207	410.479	-399.629	576.499	840.49	-372.318	525.695	357.483	-377.219	509.04	659.287	-590.434	170.595	563.729	-592.948	176.812	742.065	-383.856	122.204	459.903	-402.209	146.394	869.858	-258.897	265.893	839.411	-321.154	233.619	352.048	-268.949	255.441	376.483	-321.598	226.909	880.508	-125.946	46.965	810.486	-113.652	45.613	344.197	-113.474	36.956	415.179	-99.4	46.448	769.74	-22.847	14.237	826.232	-34.465	30.406	826.48	53.519	13.898	883.477	-51.69	29.2	917.551	12.574	12.899	466.814	-16.461	13.774	408.118	-21.737	30.212	421.179	62.129	13.892	345.101	-41.455	24.936	319.106	27.434	12.633
93	0.92	681.327	-325.474	809.391	673.782	-426.185	786.791	510.423	-411.497	784.64	526.82	-306.576	812.129	597.119	-477.402	656.405	597.689	-368.116	572.377	791.715	-396.62	579.225	410.479	-399.593	576.533	840.477	-372.325	525.671	357.481	-377.187	509.064	659.258	-590.442	170.609	563.724	-592.96	176.813	742.078	-383.865	122.249	459.883	-402.213	146.409	869.808	-258.862	265.901	839.395	-321.172	233.608	352.065	-268.948	255.44	376.414	-321.613	226.919	880.473	-125.907	46.913	810.39	-113.653	45.726	344.159	-113.53	36.997	415.183	-99.417	46.539	769.702	-22.835	14.264	826.214	-34.455	30.402	826.475	53.54	13.879	883.445	-51.688	29.237	917.497	12.581	12.924	466.84	-16.524	13.825	408.087	-21.764	30.234	421.173	62.136	13.859	345.099	-41.447	24.929	319.073	27.411	12.669
94	0.93	681.324	-325.445	809.357	673.766	-426.152	786.765	510.41	-411.459	784.627	526.781	-306.558	812.135	597.102	-477.42	656.438	597.682	-368.086	572.378	791.679	-396.595	579.188	410.463	-399.568	576.51	840.454	-372.324	525.636	357.493	-377.172	509.05	659.256	-590.444	170.601	563.702	-592.958	176.803	742.144	-383.881	122.308	459.824	-402.218	146.456	869.848	-258.907	265.909	839.351	-321.159	233.604	352.024	-268.954	255.439	376.339	-321.65	226.933	880.484	-125.887	46.928	810.437	-113.627	45.672	344.195	-113.469	36.917	415.155	-99.406	46.502	769.733	-22.834	14.267	826.222	-34.455	30.434	826.499	53.533	13.913	883.464	-51.676	29.225	917.514	12.595	12.898	466.82	-16.519	13.821	408.079	-21.739	30.221	421.146	62.101	13.939	345.125	-41.466	24.976	318.008	26.706	14.014
95	0.94	681.353	-325.446	809.367	673.755	-426.13	786.76	510.392	-411.419	784.627	526.796	-306.509	812.122	597.087	-477.413	656.449	597.686	-368.04	572.368	791.733	-396.628	579.229	410.474	-399.569	576.505	840.476	-372.328	525.646	357.473	-377.179	509.079	659.229	-590.438	170.587	563.711	-592.975	176.797	742.078	-383.849	122.249	459.872	-402.215	146.389	869.804	-258.907	265.928	839.342	-321.172	233.591	352.027	-268.932	255.436	376.28	-321.661	226.997	880.483	-125.911	46.91	810.408	-113.631	45.688	344.158	-113.503	36.938	415.126	-99.377	46.518	769.718	-22.836	14.281	826.234	-34.442	30.39	826.496	53.546	13.885	883.451	-51.68	29.187	917.501	12.58	12.94	466.822	-16.527	13.856	408.059	-21.757	30.218	420.997	62.062	14.088	345.095	-41.455	24.945	317.998	26.7	14.011
96	0.95	681.346	-325.409	809.329	673.78	-426.133	786.757	510.373	-411.387	784.656	526.813	-306.46	812.134	597.086	-477.396	656.419	597.723	-367.981	572.391	791.722	-396.612	579.192	410.472	-399.583	576.529	840.474	-372.326	525.632	357.452	-377.169	509.096	659.225	-590.421	170.581	563.698	-592.961	176.811	742.1	-383.851	122.239	459.857	-402.197	146.397	869.826	-258.931	265.897	839.285	-321.143	233.512	351.997	-268.919	255.464	376.276	-321.643	226.991	880.487	-125.919	46.92	810.458	-113.629	45.664	344.173	-113.509	36.985	415.148	-99.373	46.512	769.771	-22.797	14.265	826.219	-34.455	30.447	826.487	53.535	13.894	883.453	-51.683	29.216	917.501	12.588	12.913	466.823	-16.442	13.791	408.031	-21.757	30.283	421.166	62.145	13.879	345.097	-41.439	24.921	319.097	27.453	12.649
97	0.96	681.368	-325.405	809.312	673.744	-426.099	786.725	510.364	-411.367	784.664	526.822	-306.422	812.109	597.07	-477.418	656.43	597.751	-367.997	572.425	791.738	-396.624	579.218	410.472	-399.591	576.526	840.5	-372.37	525.64	357.445	-377.162	509.138	659.228	-590.43	170.587	563.68	-592.969	176.82	742.056	-383.847	122.232	459.812	-402.225	146.417	869.845	-258.923	265.869	839.284	-321.147	233.528	352.033	-268.894	255.459	376.247	-321.628	227.018	880.487	-125.917	46.887	810.502	-113.618	45.64	344.191	-113.468	36.929	415.148	-99.403	46.487	769.735	-22.829	14.285	826.234	-34.47	30.429	826.491	53.527	13.908	883.45	-51.7	29.223	917.51	12.587	12.919	466.775	-16.51	13.899	408.054	-21.752	30.237	421.169	62.125	13.912	345.059	-41.464	24.945	317.993	26.703	13.993
98	0.97	681.376	-325.383	809.327	673.774	-426.096	786.756	510.371	-411.322	784.664	526.813	-306.388	812.12	597.104	-477.401	656.404	597.71	-367.994	572.354	791.701	-396.608	579.163	410.448	-399.577	576.516	840.519	-372.377	525.645	357.416	-377.164	509.13	659.206	-590.433	170.568	563.682	-592.946	176.801	742.079	-383.837	122.297	459.794	-402.23	146.451	869.834	-258.956	265.862	839.292	-321.139	233.51	351.971	-268.907	255.473	376.261	-321.627	226.965	880.485	-125.942	46.861	810.419	-113.62	45.673	344.161	-113.497	36.965	415.16	-99.417	46.498	769.748	-22.832	14.253	826.212	-34.44	30.422	826.472	53.518	13.894	883.369	-51.696	29.339	917.555	12.585	12.936	466.803	-16.503	13.862	408.05	-21.73	30.216	421.147	62.137	13.907	345.08	-41.484	24.989	317.978	26.696	14.017
99	0.98	681.389	-325.349	809.294	673.762	-426.075	786.757	510.393	-411.27	784.656	526.882	-306.318	812.071	597.088	-477.404	656.415	597.75	-367.99	572.429	791.677	-396.606	579.171	410.444	-399.59	576.521	840.508	-372.39	525.638	357.442	-377.153	509.121	659.227	-590.415	170.583	563.682	-592.961	176.825	741.955	-383.791	122.215	459.809	-402.229	146.435	869.847	-258.949	265.822	839.339	-321.199	233.568	351.967	-268.889	255.467	376.24	-321.633	226.979	880.519	-125.947	46.895	810.452	-113.625	45.683	344.173	-113.486	36.953	415.201	-99.423	46.5	769.794	-22.83	14.243	826.219	-34.451	30.409	826.489	53.528	13.89	883.387	-51.73	29.316	917.531	12.589	12.901	466.824	-16.456	13.815	408.05	-21.729	30.217	421.031	62.03	14.084	345.12	-41.422	24.907	317.993	26.703	13.993
100	0.99	681.407	-325.324	809.284	673.751	-426.039	786.754	510.38	-411.243	784.666	526.895	-306.303	812.072	597.072	-477.389	656.417	597.703	-367.947	572.433	791.718	-396.617	579.195	410.462	-399.576	576.527	840.495	-372.359	525.61	357.441	-377.153	509.101	659.22	-590.402	170.56	563.675	-592.951	176.8	742.023	-383.836	122.257	459.76	-402.236	146.428	869.828	-258.917	265.813	839.309	-321.151	233.529	351.925	-268.919	255.485	376.259	-321.609	226.922	880.501	-125.936	46.853	810.471	-113.615	45.651	344.219	-113.451	36.852	415.153	-99.427	46.525	769.793	-22.863	14.26	826.256	-34.453	30.436	826.482	53.535	13.882	883.437	-51.676	29.216	917.512	12.601	12.91	466.854	-16.436	13.79	408.042	-21.75	30.28	421.137	62.124	13.915	345.089	-41.445	24.895	319.087	27.464	12.641
101	1	681.422	-325.304	809.288	673.739	-426.014	786.736	510.414	-411.209	784.66	526.883	-306.289	812.059	597.068	-477.388	656.399	597.698	-367.939	572.421	791.73	-396.609	579.175	410.438	-399.565	576.515	840.481	-372.333	525.648	357.425	-377.168	509.085	659.206	-590.406	170.57	563.695	-592.941	176.791	741.939	-383.825	122.26	459.76	-402.236	146.428	869.843	-258.939	265.837	839.31	-321.148	233.513	351.917	-268.923	255.482	376.235	-321.613	226.92	880.532	-125.943	46.854	810.474	-113.636	45.654	344.179	-113.498	36.931	415.12	-99.411	46.483	769.747	-22.839	14.266	826.22	-34.457	30.421	826.465	53.522	13.869	883.474	-51.691	29.237	917.556	12.586	12.942	466.792	-16.501	13.886	408.055	-21.759	30.244	421	62.041	14.07	345.103	-41.459	24.935	319.093	27.45	12.626
102	1.01	681.439	-325.277	809.274	673.774	-426.026	786.737	510.429	-411.189	784.645	526.909	-306.247	812.063	597.09	-477.394	656.416	597.722	-367.946	572.464	791.71	-396.613	579.195	410.44	-399.572	576.502	840.436	-372.304	525.615	357.426	-377.17	509.049	659.21	-590.382	170.55	563.674	-592.947	176.786	741.925	-383.76	122.211	459.718	-402.22	146.469	869.822	-258.929	265.873	839.295	-321.124	233.493	351.913	-268.945	255.485	376.214	-321.636	226.925	880.498	-125.939	46.837	810.461	-113.617	45.627	344.155	-113.492	36.876	415.154	-99.417	46.458	769.749	-22.87	14.333	826.222	-34.483	30.45	826.502	53.515	13.877	883.496	-51.671	29.174	917.549	12.59	12.928	466.776	-16.519	13.911	408.065	-21.758	30.233	421.028	62.039	14.088	345.115	-41.481	25.032	318.042	26.748	13.921
103	1.02	681.427	-325.251	809.236	673.789	-425.989	786.754	510.423	-411.16	784.674	526.876	-306.244	812.071	597.071	-477.391	656.408	597.7	-367.939	572.443	791.705	-396.586	579.2	410.44	-399.596	576.493	840.43	-372.264	525.632	357.413	-377.19	509.055	659.203	-590.356	170.538	563.69	-592.929	176.806	742.033	-383.742	122.246	459.769	-402.194	146.376	869.817	-258.896	265.89	839.327	-321.127	233.508	351.923	-268.941	255.452	376.206	-321.657	226.912	880.545	-125.941	46.86	810.452	-113.615	45.627	344.154	-113.496	36.956	415.123	-99.392	46.49	769.703	-22.837	14.295	826.227	-34.452	30.431	826.473	53.54	13.866	883.451	-51.694	29.237	917.571	12.585	12.879	466.73	-16.52	13.924	408.078	-21.743	30.245	421.164	62.131	13.876	345.086	-41.48	24.978	319.11	27.441	12.633
104	1.03	681.481	-325.236	809.24	673.78	-425.957	786.741	510.415	-411.145	784.693	526.941	-306.193	812.057	597.055	-477.388	656.423	597.724	-367.918	572.41	791.679	-396.558	579.174	410.429	-399.584	576.51	840.429	-372.236	525.632	357.437	-377.208	509.077	659.194	-590.334	170.55	563.664	-592.891	176.797	741.894	-383.722	122.188	459.703	-402.177	146.433	869.785	-258.851	265.867	839.341	-321.116	233.551	351.924	-268.958	255.442	376.214	-321.654	226.915	880.531	-125.92	46.856	810.483	-113.625	45.606	344.124	-113.514	36.995	415.139	-99.415	46.478	769.786	-22.822	14.254	826.234	-34.453	30.439	826.474	53.513	13.887	883.476	-51.671	29.167	917.592	12.589	12.918	466.807	-16.505	13.867	408.089	-21.75	30.239	421.148	62.089	13.927	345.08	-41.46	24.963	318.039	26.72	13.967
105	1.04	681.464	-325.21	809.209	673.808	-425.967	786.731	510.411	-411.142	784.693	526.974	-306.156	812.042	597.066	-477.376	656.413	597.69	-367.891	572.448	791.684	-396.555	579.2	410.425	-399.621	576.501	840.428	-372.241	525.665	357.421	-377.216	509.055	659.193	-590.295	170.54	563.683	-592.864	176.786	741.932	-383.678	122.194	459.682	-402.181	146.448	869.834	-258.844	265.827	839.347	-321.116	233.565	351.917	-268.963	255.491	376.218	-321.655	226.931	880.489	-125.918	46.846	810.403	-113.634	45.663	344.129	-113.519	37.032	415.178	-99.403	46.525	769.755	-22.848	14.254	826.221	-34.453	30.44	826.448	53.534	13.887	883.481	-51.709	29.222	917.581	12.566	12.943	466.783	-16.478	13.873	408.107	-21.725	30.21	421.219	62.134	13.86	345.117	-41.46	24.978	319.093	27.45	12.647
106	1.05	681.486	-325.211	809.228	673.801	-425.954	786.735	510.43	-411.11	784.737	526.951	-306.154	812.091	597.058	-477.389	656.419	597.652	-367.896	572.441	791.698	-396.544	579.191	410.41	-399.633	576.498	840.407	-372.222	525.649	357.379	-377.232	509.078	659.205	-590.279	170.55	563.675	-592.838	176.776	741.965	-383.626	122.232	459.689	-402.158	146.441	869.789	-258.823	265.888	839.397	-321.127	233.583	351.952	-268.931	255.44	376.25	-321.629	226.946	880.505	-125.897	46.857	810.452	-113.61	45.631	344.15	-113.497	36.986	415.207	-99.435	46.544	769.764	-22.859	14.274	826.218	-34.431	30.433	826.464	53.541	13.89	883.445	-51.656	29.204	917.58	12.588	12.921	466.816	-16.425	13.791	408.041	-21.752	30.268	421.137	62.108	13.908	345.106	-41.463	24.975	317.978	26.696	14.017
107	1.06	681.462	-325.196	809.193	673.848	-425.971	786.736	510.39	-411.116	784.743	526.932	-306.139	812.063	597.033	-477.398	656.417	597.695	-367.906	572.423	791.642	-396.52	579.183	410.413	-399.637	576.488	840.404	-372.235	525.645	357.396	-377.241	509.059	659.188	-590.256	170.542	563.681	-592.798	176.777	741.961	-383.626	122.201	459.661	-402.141	146.465	869.819	-258.855	265.884	839.364	-321.092	233.545	351.955	-268.932	255.456	376.219	-321.656	226.983	880.496	-125.898	46.841	810.453	-113.618	45.607	344.166	-113.482	36.971	415.139	-99.407	46.483	769.755	-22.822	14.251	826.228	-34.438	30.41	826.445	53.536	13.874	883.448	-51.701	29.222	917.574	12.595	12.89	466.816	-16.453	13.826	408.081	-21.721	30.238	421.16	62.114	13.906	345.096	-41.462	24.956	318.006	26.737	13.95
108	1.07	681.488	-325.196	809.191	673.805	-425.946	786.743	510.417	-411.092	784.736	526.962	-306.131	812.061	597.045	-477.388	656.397	597.64	-367.888	572.456	791.639	-396.513	579.18	410.376	-399.668	576.505	840.393	-372.221	525.649	357.45	-377.216	509.038	659.187	-590.213	170.534	563.669	-592.764	176.796	741.907	-383.595	122.209	459.633	-402.103	146.482	869.832	-258.846	265.834	839.432	-321.115	233.581	351.967	-268.93	255.475	376.25	-321.629	226.946	880.54	-125.92	46.9	810.434	-113.59	45.628	344.161	-113.495	36.988	415.143	-99.401	46.494	769.749	-22.835	14.284	826.228	-34.439	30.429	826.452	53.519	13.895	883.448	-51.687	29.196	917.542	12.596	12.907	466.742	-16.509	13.872	408.087	-21.737	30.219	421.027	62.06	14.104	345.114	-41.447	24.93	319.077	27.446	12.619
109	1.08	681.469	-325.179	809.188	673.789	-425.927	786.736	510.38	-411.115	784.769	526.948	-306.137	812.062	597.063	-477.393	656.401	597.689	-367.909	572.439	791.632	-396.514	579.173	410.4	-399.658	576.484	840.407	-372.231	525.649	357.421	-377.251	509.072	659.189	-590.202	170.543	563.659	-592.731	176.779	741.994	-383.609	122.225	459.671	-402.078	146.46	869.839	-258.856	265.868	839.432	-321.115	233.581	351.959	-268.934	255.472	376.245	-321.652	226.95	880.535	-125.912	46.851	810.481	-113.613	45.602	344.152	-113.488	36.957	415.167	-99.426	46.46	769.742	-22.845	14.287	826.223	-34.435	30.401	826.472	53.548	13.892	883.474	-51.691	29.218	917.573	12.585	12.861	466.783	-16.471	13.871	408.059	-21.74	30.283	421.026	62.055	14.09	345.088	-41.444	24.945	319.077	27.424	12.682
110	1.09	681.484	-325.187	809.184	673.77	-425.935	786.736	510.396	-411.097	784.777	526.926	-306.135	812.069	597.06	-477.401	656.379	597.678	-367.89	572.464	791.635	-396.505	579.179	410.414	-399.668	576.484	840.422	-372.231	525.657	357.417	-377.249	509.057	659.206	-590.163	170.537	563.673	-592.709	176.787	741.815	-383.509	122.117	459.643	-402.061	146.485	869.873	-258.858	265.867	839.393	-321.084	233.545	351.98	-268.927	255.458	376.254	-321.631	226.926	880.541	-125.899	46.838	810.514	-113.636	45.584	344.183	-113.486	36.97	415.161	-99.396	46.497	769.755	-22.823	14.251	826.215	-34.44	30.434	826.483	53.525	13.915	883.408	-51.703	29.324	917.597	12.602	12.847	466.8	-16.487	13.817	408.043	-21.758	30.304	421.019	62.066	14.086	345.099	-41.47	24.952	319.083	27.429	12.647
111	1.1	681.464	-325.158	809.183	673.777	-425.915	786.75	510.434	-411.079	784.772	526.912	-306.12	812.046	597.058	-477.41	656.408	597.625	-367.901	572.479	791.631	-396.506	579.187	410.399	-399.675	576.48	840.429	-372.232	525.628	357.457	-377.233	509.019	659.18	-590.149	170.528	563.66	-592.665	176.791	741.918	-383.483	122.197	459.643	-402.015	146.488	869.844	-258.859	265.85	839.373	-321.082	233.574	351.93	-268.961	255.473	376.217	-321.655	226.931	880.542	-125.915	46.843	810.456	-113.624	45.627	344.157	-113.495	36.945	415.172	-99.401	46.522	769.771	-22.846	14.241	826.242	-34.442	30.45	826.458	53.535	13.89	883.492	-51.696	29.196	917.588	12.598	12.92	466.779	-16.427	13.785	408.061	-21.725	30.256	421.014	62.041	14.13	345.106	-41.46	24.946	318.035	26.722	13.948
112	1.11	681.468	-325.165	809.214	673.753	-425.908	786.771	510.384	-411.112	784.763	526.891	-306.127	812.07	597.049	-477.412	656.396	597.675	-367.89	572.465	791.662	-396.533	579.211	410.406	-399.679	576.47	840.411	-372.235	525.653	357.393	-377.295	509.041	659.145	-590.109	170.527	563.642	-592.618	176.768	741.527	-383.398	121.826	459.608	-402.001	146.511	869.842	-258.827	265.877	839.355	-321.07	233.555	351.906	-268.983	255.461	376.222	-321.674	226.902	880.548	-125.936	46.835	810.527	-113.618	45.596	344.147	-113.524	36.995	415.147	-99.405	46.523	769.748	-22.867	14.302	826.241	-34.455	30.452	826.462	53.522	13.887	883.481	-51.719	29.248	917.587	12.592	12.939	466.786	-16.446	13.816	408.062	-21.735	30.264	421.039	62.044	14.108	345.13	-41.448	24.968	319.113	27.43	12.656
113	1.12	681.395	-325.136	809.203	673.765	-425.912	786.786	510.306	-411.135	784.784	526.841	-306.138	812.063	597.042	-477.424	656.403	597.645	-367.952	572.457	791.651	-396.533	579.221	410.398	-399.687	576.463	840.417	-372.205	525.673	357.376	-377.285	509.036	659.147	-590.095	170.54	563.657	-592.589	176.778	741.958	-383.454	122.202	459.621	-401.955	146.496	869.825	-258.834	265.841	839.354	-321.077	233.587	351.895	-268.986	255.443	376.195	-321.702	226.956	880.53	-125.901	46.806	810.474	-113.607	45.617	344.149	-113.511	36.949	415.144	-99.387	46.472	769.726	-22.828	14.31	826.217	-34.431	30.432	826.472	53.528	13.908	883.458	-51.709	29.213	917.596	12.582	12.849	466.785	-16.485	13.864	408.057	-21.757	30.272	421.209	62.142	13.862	345.11	-41.435	24.928	319.081	27.449	12.655
114	1.13	681.415	-325.156	809.245	673.759	-425.898	786.787	510.344	-411.138	784.778	526.821	-306.153	812.072	597.069	-477.403	656.379	597.65	-367.923	572.484	791.649	-396.516	579.21	410.409	-399.691	576.469	840.403	-372.2	525.649	357.354	-377.311	509.043	659.147	-590.06	170.522	563.64	-592.57	176.776	741.968	-383.469	122.207	459.628	-401.912	146.481	869.782	-258.814	265.875	839.305	-321.062	233.553	351.895	-268.986	255.442	376.217	-321.697	226.906	880.533	-125.909	46.783	810.468	-113.629	45.587	344.163	-113.5	36.95	415.143	-99.398	46.447	769.74	-22.834	14.309	826.237	-34.428	30.429	826.461	53.529	13.869	883.462	-51.721	29.251	917.632	12.584	12.897	466.774	-16.495	13.881	408.053	-21.763	30.286	421.172	62.102	13.918	345.094	-41.453	24.904	319.109	27.443	12.627
115	1.14	681.389	-325.151	809.254	673.749	-425.913	786.792	510.343	-411.141	784.767	526.828	-306.151	812.078	597.077	-477.415	656.368	597.615	-367.897	572.505	791.675	-396.528	579.234	410.387	-399.712	576.472	840.403	-372.176	525.676	357.374	-377.315	509.017	659.155	-590.031	170.52	563.637	-592.512	176.766	741.969	-383.45	122.207	459.648	-401.887	146.457	869.782	-258.848	265.893	839.3	-321.081	233.586	351.939	-268.957	255.44	376.201	-321.68	226.916	880.506	-125.955	46.863	810.367	-113.636	45.633	344.185	-113.482	36.926	415.166	-99.426	46.459	769.808	-22.835	14.242	826.249	-34.442	30.449	826.468	53.539	13.888	883.449	-51.693	29.217	917.565	12.58	12.905	466.755	-16.452	13.817	408.06	-21.768	30.285	421.166	62.108	13.926	345.1	-41.459	24.92	317.992	26.678	13.994
116	1.15	681.347	-325.145	809.228	673.727	-425.905	786.801	510.307	-411.152	784.786	526.801	-306.159	812.088	597.08	-477.412	656.365	597.643	-367.904	572.463	791.643	-396.49	579.219	410.408	-399.705	576.452	840.388	-372.179	525.644	357.384	-377.292	509.017	659.135	-590.017	170.538	563.642	-592.495	176.771	742.04	-383.435	122.202	459.676	-401.84	146.426	869.765	-258.8	265.834	839.279	-321.058	233.552	351.944	-268.952	255.427	376.213	-321.677	226.935	880.528	-125.924	46.809	810.407	-113.628	45.642	344.187	-113.511	36.98	415.227	-99.423	46.479	769.74	-22.824	14.265	826.2	-34.458	30.433	826.467	53.52	13.901	883.439	-51.695	29.237	917.574	12.578	12.924	466.771	-16.45	13.865	408.085	-21.752	30.232	421.033	62.04	14.102	345.125	-41.445	24.922	319.113	27.447	12.623
117	1.16	681.342	-325.149	809.24	673.746	-425.934	786.786	510.32	-411.166	784.754	526.813	-306.17	812.076	597.06	-477.388	656.377	597.625	-367.909	572.455	791.651	-396.456	579.207	410.395	-399.686	576.45	840.405	-372.169	525.657	357.362	-377.297	509.033	659.138	-589.987	170.516	563.633	-592.468	176.766	741.929	-383.405	122.157	459.662	-401.821	146.435	869.798	-258.837	265.838	839.305	-321.062	233.553	351.955	-268.932	255.456	376.246	-321.653	226.914	880.534	-125.957	46.82	810.513	-113.605	45.524	344.227	-113.462	36.916	415.145	-99.402	46.442	769.772	-22.816	14.255	826.221	-34.454	30.439	826.465	53.556	13.842	883.479	-51.685	29.21	917.62	12.567	12.937	466.726	-16.472	13.845	408.075	-21.759	30.251	421.192	62.13	13.883	345.106	-41.447	24.94	318.026	26.717	13.946
118	1.17	681.327	-325.134	809.244	673.703	-425.894	786.785	510.308	-411.179	784.759	526.758	-306.209	812.102	597.09	-477.385	656.355	597.627	-367.905	572.466	791.641	-396.465	579.186	410.38	-399.688	576.487	840.373	-372.165	525.619	357.405	-377.264	509.031	659.131	-589.969	170.504	563.621	-592.419	176.764	741.557	-383.269	121.773	459.655	-401.799	146.444	869.825	-258.848	265.852	839.302	-321.085	233.514	351.958	-268.934	255.471	376.263	-321.645	226.919	880.516	-125.937	46.805	810.435	-113.626	45.597	344.208	-113.476	36.921	415.217	-99.41	46.464	769.718	-22.836	14.281	826.233	-34.433	30.438	826.46	53.536	13.878	883.379	-51.682	29.306	917.572	12.576	12.874	466.716	-16.438	13.854	408.081	-21.764	30.231	421.194	62.139	13.884	345.117	-41.454	24.976	318.035	26.722	13.948
119	1.18	681.329	-325.16	809.268	673.724	-425.927	786.793	510.311	-411.18	784.742	526.788	-306.195	812.095	597.063	-477.378	656.384	597.632	-367.898	572.464	791.653	-396.467	579.183	410.396	-399.662	576.474	840.4	-372.17	525.604	357.424	-377.248	509.009	659.114	-589.948	170.506	563.613	-592.399	176.753	741.896	-383.366	122.074	459.673	-401.773	146.457	869.775	-258.808	265.777	839.317	-321.071	233.541	351.966	-268.93	255.474	376.251	-321.655	226.982	880.525	-125.93	46.761	810.467	-113.615	45.588	344.187	-113.481	36.926	415.152	-99.401	46.417	769.749	-22.845	14.329	826.219	-34.438	30.443	826.453	53.512	13.879	883.464	-51.695	29.218	917.631	12.585	12.921	466.732	-16.448	13.903	408.111	-21.751	30.241	421.034	62.065	14.069	345.096	-41.45	24.952	319.107	27.463	12.625
